time_s,safe_y
2.25,0
2.255,0
2.26,0
2.265,0
2.27,0
2.275,0
2.28,0
2.285,0
2.29,0
2.295,0
2.3,0
2.305,0
2.31,0
2.315,0
2.32,0
2.325,0
2.33,0
2.335,0
2.34,0
2.345,0
2.35,0
2.355,0
2.36,0
2.365,0
2.37,0
2.375,0
2.38,0
2.385,0
2.39,0
2.395,0
2.4,0
2.405,0
2.41,0
2.415,0
2.42,0
2.425,0
2.43,0
2.435,0
2.44,0
2.445,0
2.45,0
2.455,0
2.46,0
2.465,0
2.47,0
2.475,0
2.48,0
2.485,0
2.49,0
2.495,0
2.5,0
2.505,0
2.51,0
2.515,0
2.52,0
2.525,0
2.53,0
2.535,0
2.54,0
2.545,0
2.55,0
2.555,0
2.56,0
2.565,0
2.57,0
2.575,0
2.58,0
2.585,0
2.59,0
2.595,0
2.6,0
2.605,0
2.61,0
2.615,0
2.62,0
2.625,0
2.63,0
2.635,0
2.64,0
2.645,0
2.65,0
2.655,0
2.66,0
2.665,0
2.67,0
2.675,0
2.68,0
2.685,0
2.69,0
2.695,0
2.7,0
2.705,0
2.71,0
2.715,0
2.72,0
2.725,0
2.73,0
2.735,0
2.74,0
2.745,0
2.75,0.194587231
2.755,0.194610134
2.76,0.19460234
2.765,0.194533363
2.77,0.194823831
2.775,0.194769874
2.78,0.194716603
2.785,0.19442147
2.79,0.194655508
2.795,0.194318205
2.8,0.194260836
2.805,0.194617599
2.81,0.194538906
2.815,0.19407028
2.82,0.194000244
2.825,0.194548979
2.83,0.19465813
2.835,0.194474906
2.84,0.194310144
2.845,0.194442794
2.85,0.194341004
2.855,0.194343582
2.86,0.194718584
2.865,0.195416048
2.87,0.195807517
2.875,0.194517553
2.88,0.194772437
2.885,0.194635227
2.89,0.194747105
2.895,0.194481254
2.9,0.194374323
2.905,0.194709599
2.91,0.194796637
2.915,0.194663703
2.92,0.194886371
2.925,0.194602862
2.93,0.19453454
2.935,0.194268003
2.94,0.194562972
2.945,0.194351867
2.95,0.19462043
2.955,0.194788381
2.96,0.1949846
2.965,0.195180133
2.97,0.19660382
2.975,0.196919411
2.98,0.197843388
2.985,0.198780775
2.99,0.201071188
2.995,0.200903371
3,0.201495156
3.005,0.201441586
3.01,0.201877609
3.015,0.203025997
3.02,0.20226942
3.025,0.20125027
3.03,0.199985251
3.035,0.20283924
3.04,0.20229046
3.045,0.203095272
3.05,0.20303072
3.055,0.204900876
3.06,0.205324024
3.065,0.205277994
3.07,0.205779642
3.075,0.2062549
3.08,0.207570598
3.085,0.207829058
3.09,0.209075049
3.095,0.209862456
3.1,0.210679725
3.105,0.210157946
3.11,0.210621297
3.115,0.210646808
3.12,0.212619871
3.125,0.215000868
3.13,0.214624017
3.135,0.213578686
3.14,0.21373181
3.145,0.213876888
3.15,0.214950472
3.155,0.214619905
3.16,0.213942215
3.165,0.213738874
3.17,0.212809667
3.175,0.212689236
3.18,0.213287205
3.185,0.212345764
3.19,0.210983127
3.195,0.207882732
3.2,0.205785438
3.205,0.204250187
3.21,0.203761727
3.215,0.201724932
3.22,0.19919841
3.225,0.19672747
3.23,0.195749789
3.235,0.194731355
3.24,0.191988721
3.245,0.187713295
3.25,0.185076416
3.255,0.183363289
3.26,0.180607468
3.265,0.178144664
3.27,0.175109431
3.275,0.176399574
3.28,0.171143442
3.285,0.165785655
3.29,0.159012243
3.295,0.156403884
3.3,0.149371684
3.305,0.14531225
3.31,0.143595457
3.315,0.140137732
3.32,0.133121967
3.325,0.125636622
3.33,0.123089306
3.335,0.120844051
3.34,0.11320924
3.345,0.105646178
3.35,0.0993815511
3.355,0.0972435325
3.36,0.0864542425
3.365,0.0738868117
3.37,0.0736528113
3.375,0.069212459
3.38,0.06108284
3.385,0.0491232984
3.39,0.0398192145
3.395,0.0360055603
3.4,0.0266823582
3.405,0.0206369087
3.41,0.01888901
3.415,0.0129722403
3.42,0.00495876791
3.425,-0.00691470271
3.43,-0.00957578979
3.435,-0.0135834301
3.44,-0.0164698865
3.445,-0.0262760092
3.45,-0.0328547806
3.455,-0.0378504023
3.46,0
3.465,0
3.47,0
3.475,0
3.48,0
3.485,0
3.49,0
3.495,0
3.5,0
3.505,0
3.51,0
3.515,0
3.52,0
3.525,0
3.53,0
3.535,0
3.54,0
3.545,0
3.55,0
3.555,0
3.56,0
3.565,0
3.57,0
3.575,0
3.58,0
3.585,0
3.59,0
3.595,0
3.6,0
3.605,0
3.61,0
3.615,0
3.62,0
3.625,0
3.63,0
3.635,0
3.64,0
3.645,0
3.65,0
3.655,0
3.66,0
3.665,0
3.67,0
3.675,0
3.68,0
3.685,0
3.69,0
3.695,0
3.7,0
3.705,0
3.71,0
3.715,0
3.72,0
3.725,0
3.73,0
3.735,0
3.74,0
3.745,0
3.75,0
3.755,0
3.76,0
3.765,0
3.77,0
3.775,-0.233870819
3.78,-0.239278048
3.785,-0.241750553
3.79,-0.245431796
3.795,-0.2484698
3.8,-0.253144652
3.805,-0.262611687
3.81,-0.273403257
3.815,-0.28083232
3.82,-0.276949972
3.825,-0.28331542
3.83,-0.285416782
3.835,-0.284366131
3.84,-0.285563886
3.845,-0.282528847
3.85,-0.280820191
3.855,-0.278647989
3.86,-0.273903608
3.865,-0.266770899
3.87,-0.265524507
3.875,-0.266689122
3.88,-0.263955027
3.885,-0.262214869
3.89,-0.261409134
3.895,-0.258705765
3.9,-0.256058753
3.905,-0.254757047
3.91,-0.253923565
3.915,-0.250387609
3.92,-0.245967343
3.925,-0.241420835
3.93,-0.23879832
3.935,-0.237376466
3.94,-0.234824091
3.945,-0.23211962
3.95,-0.229982331
3.955,-0.226901278
3.96,-0.226068184
3.965,-0.221715555
3.97,-0.21696943
3.975,-0.211600095
3.98,-0.209570825
3.985,-0.203729689
3.99,-0.199338615
3.995,-0.194302827
4,-0.193811387
4.005,-0.189432129
4.01,-0.188470319
4.015,-0.188516036
4.02,-0.182685629
4.025,-0.169870272
4.03,-0.167837694
4.035,-0.163834631
4.04,-0.155823782
4.045,-0.146083921
4.05,-0.138834387
4.055,-0.137902707
4.06,-0.131164715
4.065,-0.128361791
4.07,-0.126129746
4.075,-0.1227405
4.08,-0.119547017
4.085,-0.110439882
4.09,-0.111562774
4.095,-0.105951451
4.1,-0.0974657014
4.105,-0.0881351456
4.11,-0.0890516415
4.115,-0.0853293166
4.12,-0.0805068612
4.125,-0.0773124844
4.13,-0.069504045
4.135,-0.0616420396
4.14,-0.0524414815
4.145,-0.0499268658
4.15,-0.0456260964
4.155,-0.043289382
4.16,-0.0332968608
4.165,-0.0228811465
4.17,-0.0188336149
4.175,-0.0119814267
4.18,-0.00153307698
4.185,0.00396304997
4.19,0.0118454788
4.195,0.0143744601
4.2,0.0212814026
4.205,0.0238738712
4.21,0.0303953923
4.215,0.0335090943
4.22,0.0399550125
4.225,0.0432740524
4.23,0.045519609
4.235,0.0480252802
4.24,0.0537410192
4.245,0.0617047101
4.25,0.0696488172
4.255,0.0743819997
4.26,0.0826861933
4.265,0.0866719484
4.27,0.0945529416
4.275,0.0976889282
4.28,0.104811095
4.285,0.108152717
4.29,0.115329891
4.295,0.119787328
4.3,0.12734586
4.305,0.131092697
4.31,0.138203859
4.315,0.141198248
4.32,0.147339836
4.325,0.150398597
4.33,0.153643072
4.335,0.160746545
4.34,0.170565292
4.345,0.1739344
4.35,0.176649541
4.355,0.183653712
4.36,0.191702381
4.365,0.193650693
4.37,0.197474435
4.375,0.199205682
4.38,0.205453619
4.385,0.207078621
4.39,0.21264036
4.395,0.209263831
4.4,0.213231236
4.405,0.214323193
4.41,0.219046742
4.415,0.223222286
4.42,0.225752607
4.425,0.227189064
4.43,0.227690518
4.435,0.230534092
4.44,0.233527601
4.445,0.235372871
4.45,0.236179277
4.455,0.236997679
4.46,0.236891061
4.465,0
4.47,0
4.475,0
4.48,0
4.485,0
4.49,0
4.495,0
4.5,0
4.505,0
4.51,0
4.515,0
4.52,0
4.525,0
4.53,0
4.535,0
4.54,0
4.545,0
4.55,0
4.555,0
4.56,0
4.565,0
4.57,0
4.575,0
4.58,0
4.585,0
4.59,0
4.595,0
4.6,0
4.605,0
4.61,0
4.615,0
4.62,0
4.625,0
4.63,0
4.635,0
4.64,0
4.645,0
4.65,0
4.655,0
4.66,0
4.665,0
4.67,0
4.675,0
4.68,0
4.685,0
4.69,0
4.695,0
4.7,0
4.705,0
4.71,0
4.715,0
4.72,0
4.725,0
4.73,0
4.735,0
4.74,0
4.745,0
4.75,0
4.755,0
4.76,0.185282111
4.765,0.182652444
4.77,0.17623651
4.775,0.171239123
4.78,0.164527312
4.785,0.161973551
4.79,0.154533774
4.795,0.14949958
4.8,0.146342352
4.805,0.141446009
4.81,0.129185587
4.815,0.119841903
4.82,0.109599002
4.825,0.108099043
4.83,0.0993331075
4.835,0.0873313844
4.84,0.0827185959
4.845,0.0808135271
4.85,0.0712926388
4.855,0.0613446087
4.86,0.0520406552
4.865,0.041618254
4.87,0.0339016728
4.875,0.0250549242
4.88,0.0157741196
4.885,0.00776396506
4.89,0.00318957353
4.895,0.000905798806
4.9,-0.00898622628
4.905,-0.0188724324
4.91,-0.0233598351
4.915,-0.0255712215
4.92,-0.034807276
4.925,-0.0441703573
4.93,-0.0483877398
4.935,-0.0503228717
4.94,-0.0603799783
4.945,-0.0706350431
4.95,-0.0785560533
4.955,-0.0812999085
4.96,-0.0885855034
4.965,-0.0881104991
4.97,-0.0916152969
4.975,-0.0990727842
4.98,-0.109762356
4.985,-0.117186345
4.99,-0.121145353
4.995,-0.12410932
5,-0.132724062
5.005,-0.139875382
5.01,-0.142221302
5.015,-0.143489599
5.02,-0.148111105
5.025,-0.153734669
5.03,-0.15853402
5.035,-0.165002868
5.04,-0.173334777
5.045,-0.178887039
5.05,-0.181210548
5.055,-0.183922559
5.06,-0.187024415
5.065,-0.189717621
5.07,-0.193517119
5.075,-0.197338849
5.08,-0.197024792
5.085,-0.194495752
5.09,-0.194145769
5.095,-0.1945007
5.1,-0.194769725
5.105,-0.194904268
5.11,-0.194984928
5.115,-0.194726318
5.12,-0.194757804
5.125,-0.194661662
5.13,-0.196279198
5.135,-0.198974013
5.14,-0.20134306
5.145,-0.202493325
5.15,-0.205427289
5.155,-0.20910646
5.16,-0.210600778
5.165,-0.212310269
5.17,-0.21371235
5.175,-0.213317484
5.18,-0.213378653
5.185,-0.216490149
5.19,-0.216730267
5.195,-0.21700649
5.2,-0.219126076
5.205,-0.22105138
5.21,-0.221480519
5.215,-0.221750557
5.22,-0.224179
5.225,-0.225838363
5.23,-0.22646302
5.235,-0.228091106
5.24,-0.229127273
5.245,-0.229205996
5.25,-0.231569141
5.255,-0.23326911
5.26,-0.234717935
5.265,-0.23587887
5.27,-0.237543359
5.275,-0.23770462
5.28,-0.238812983
5.285,-0.241118699
5.29,-0.242745191
5.295,-0.242386639
5.3,-0.242037594
5.305,-0.240364343
5.31,-0.238812879
5.315,-0.236712247
5.32,-0.23610042
5.325,-0.233708963
5.33,-0.23096706
5.335,-0.228234798
5.34,-0.224829629
5.345,-0.220848903
5.35,-0.216299206
5.355,-0.210879743
5.36,-0.205375686
5.365,-0.198265195
5.37,-0.193588078
5.375,-0.186878368
5.38,-0.182247594
5.385,-0.173775673
5.39,-0.166971892
5.395,-0.159945041
5.4,-0.148620248
5.405,-0.14439708
5.41,-0.139827535
5.415,-0.129259408
5.42,-0.120021567
5.425,-0.109245747
5.43,-0.0966657698
5.435,-0.0895711556
5.44,-0.0861959085
5.445,-0.0675201938
5.45,-0.0512403324
5.455,0
5.46,0
5.465,0
5.47,0
5.475,0
5.48,0
5.485,0
5.49,0
5.495,0
5.5,0
5.505,0
5.51,0
5.515,0
5.52,0
5.525,0
5.53,0
5.535,0
5.54,0
5.545,0
5.55,0
5.555,0
5.56,0
5.565,0
5.57,0
5.575,0
5.58,0
5.585,0
5.59,0
5.595,0
5.6,0
5.605,0
5.61,0
5.615,0
5.62,0
5.625,0
5.63,0
5.635,0
5.64,0
5.645,0
5.65,0
5.655,0
5.66,0
5.665,0
5.67,0
5.675,0
5.68,0
5.685,0
5.69,0
5.695,0
5.7,0
5.705,0
5.71,0
5.715,0
5.72,0
5.725,0
5.73,0
5.735,0
5.74,0
5.745,0
5.75,0
5.755,0
5.76,0
5.765,0
5.77,0
5.775,0
5.78,0
5.785,0
5.79,0
5.795,0
5.8,0
5.805,0
5.81,0
5.815,0
5.82,0
5.825,0
5.83,0
5.835,0
5.84,0
5.845,0
5.85,0
5.855,0
5.86,0
5.865,0
5.87,0
5.875,0
5.88,0
5.885,0
5.89,0
5.895,0
5.9,0
5.905,0
5.91,0
5.915,0
5.92,0
5.925,0
5.93,0
5.935,0
5.94,0
5.945,0
5.95,0
5.955,0
5.96,0
5.965,0
5.97,0
5.975,0
5.98,0
5.985,0
5.99,0
5.995,0
6,0
6.005,0
6.01,0
6.015,0
6.02,0
6.025,0
6.03,0
6.035,0
6.04,0
6.045,0
6.05,0
6.055,0
6.06,0
6.065,0
6.07,0
6.075,0
6.08,0
6.085,0
6.09,0
6.095,0
6.1,0
6.105,0
6.11,0
6.115,0
6.12,0
6.125,0
6.13,0
6.135,0
6.14,0
6.145,0
6.15,0
6.155,0
6.16,0
6.165,0
6.17,0
6.175,0
6.18,0
6.185,0
6.19,0
6.195,0
6.2,0
6.205,0
6.21,0
6.215,0
6.22,0
6.225,0
6.23,0
6.235,0
6.24,0
6.245,0
6.25,0
6.255,0
6.26,0
6.265,0
6.27,0
6.275,0
6.28,0
6.285,0
6.29,0
6.295,0
6.3,0
6.305,0
6.31,0
6.315,0
6.32,0
6.325,0
6.33,0
6.335,0
6.34,0
6.345,0
6.35,0
6.355,0
6.36,0
6.365,0
6.37,0
6.375,0
6.38,0
6.385,0
6.39,0
6.395,0
6.4,0
6.405,0
6.41,0
6.415,0
6.42,0
6.425,0
6.43,0
6.435,0
6.44,0
6.445,0
6.45,0
6.455,0
6.46,0
6.465,0
6.47,0
6.475,0
6.48,0
6.485,0
6.49,0
6.495,0
6.5,0
6.505,0
6.51,0
6.515,0
6.52,0
6.525,0
6.53,0
6.535,0
6.54,0
6.545,0
6.55,0
6.555,0
6.56,0
6.565,0
6.57,0
6.575,0
6.58,0
6.585,0
6.59,0
6.595,0
6.6,0
6.605,0
6.61,0
6.615,0
6.62,0
6.625,0
6.63,0
6.635,0
6.64,0
6.645,0
6.65,0
6.655,0
6.66,0
6.665,0
6.67,0
6.675,0
6.68,0
6.685,0
6.69,0
6.695,0
6.7,0
6.705,0
6.71,0
6.715,0
6.72,0
6.725,0
6.73,0
6.735,0
6.74,0
6.745,0
6.75,0
6.755,0
6.76,0
6.765,0
6.77,0
6.775,0
6.78,0
6.785,0
6.79,0
6.795,0
6.8,0
6.805,0
6.81,0
6.815,0
6.82,0
6.825,0
6.83,0
6.835,0
6.84,0
6.845,0
6.85,0
6.855,0
6.86,0
6.865,0
6.87,0
6.875,0
6.88,0
6.885,0
6.89,0
6.895,0
6.9,0
6.905,0
6.91,0
6.915,0
6.92,0
6.925,0
6.93,0
6.935,0
6.94,0
6.945,0
6.95,0
6.955,0
6.96,0
6.965,0
6.97,0
6.975,0
6.98,0
6.985,0
6.99,0
6.995,0
7,0
7.005,0
7.01,0
7.015,0
7.02,0
7.025,0
7.03,0
7.035,0
7.04,0
7.045,0
7.05,0
7.055,0
7.06,0
7.065,0
7.07,0
7.075,0
7.08,0
7.085,0
7.09,0
7.095,0
7.1,0
7.105,0
7.11,0
7.115,0
7.12,0
7.125,0
7.13,0
7.135,0
7.14,0
7.145,0
7.15,0
7.155,0
7.16,0
7.165,0
7.17,0
7.175,0
7.18,0
7.185,0
7.19,0
7.195,0
7.2,0
7.205,0
7.21,0
7.215,0
7.22,0
7.225,0
7.23,0
7.235,0
7.24,0
7.245,0
7.25,0
7.255,0
7.26,0
7.265,0
7.27,0
7.275,0
7.28,0
7.285,0
7.29,0
7.295,0
7.3,0
7.305,0
7.31,0
7.315,0
7.32,0
7.325,0
7.33,0
7.335,0
7.34,0
7.345,0
7.35,0
7.355,0
7.36,0
7.365,0
7.37,0
7.375,0
7.38,0
7.385,0
7.39,0
7.395,0
7.4,0
7.405,0
7.41,0
7.415,0
7.42,0
7.425,0
7.43,0
7.435,0
7.44,0
7.445,0
7.45,0
7.455,0
7.46,0
7.465,0
7.47,0
7.475,0
7.48,0
7.485,0
7.49,0
7.495,0
7.5,0
7.505,0
7.51,0
7.515,0
7.52,0
7.525,0
7.53,0
7.535,0
7.54,0
7.545,0
7.55,0
7.555,0
7.56,0
7.565,0
7.57,0
7.575,0
7.58,0
7.585,0
7.59,0
7.595,0
7.6,0
7.605,0
7.61,0
7.615,0
7.62,0
7.625,0
7.63,0
7.635,0
7.64,0
7.645,0
7.65,0
7.655,0
7.66,0
7.665,0
7.67,0
7.675,0
7.68,0
7.685,0
7.69,0
7.695,0
7.7,0
7.705,0
7.71,0
7.715,0
7.72,0
7.725,0
7.73,0
7.735,0
7.74,0
7.745,0
7.75,0
7.755,0
7.76,0
7.765,0
7.77,0
7.775,0
7.78,0
7.785,0
7.79,0
7.795,0
7.8,0
7.805,0
7.81,0
7.815,0
7.82,0
7.825,0
7.83,0
7.835,0
7.84,0
7.845,0
7.85,0
7.855,0
7.86,0
7.865,0
7.87,0
7.875,0
7.88,0
7.885,0
7.89,0
7.895,0
7.9,0
7.905,0
7.91,0
7.915,0
7.92,0
7.925,0
7.93,0
7.935,0
7.94,0
7.945,0
7.95,0
7.955,0
7.96,0
7.965,0
7.97,0
7.975,0
7.98,0
7.985,0
7.99,0
7.995,0
8,0
8.005,0
8.01,0
8.015,0
8.02,0
8.025,0
8.03,0
8.035,0
