time_s,safe_X
2.25,0
2.255,0
2.26,0
2.265,0
2.27,0
2.275,0
2.28,0
2.285,0
2.29,0
2.295,0
2.3,0
2.305,0
2.31,0
2.315,0
2.32,0
2.325,0
2.33,0
2.335,0
2.34,0
2.345,0
2.35,0
2.355,0
2.36,0
2.365,0
2.37,0
2.375,0
2.38,0
2.385,0
2.39,0
2.395,0
2.4,0
2.405,0
2.41,0
2.415,0
2.42,0
2.425,0
2.43,0
2.435,0
2.44,0
2.445,0
2.45,0
2.455,0
2.46,0
2.465,0
2.47,0
2.475,0
2.48,0
2.485,0
2.49,0
2.495,0
2.5,0
2.505,0
2.51,0
2.515,0
2.52,0
2.525,0
2.53,0
2.535,0
2.54,0
2.545,0
2.55,0
2.555,0
2.56,0
2.565,0
2.57,0
2.575,0
2.58,0
2.585,0
2.59,0
2.595,0
2.6,0
2.605,0
2.61,0
2.615,0
2.62,0
2.625,0
2.63,0
2.635,0
2.64,0
2.645,0
2.65,0
2.655,0
2.66,0
2.665,0
2.67,0
2.675,0
2.68,0
2.685,0
2.69,0
2.695,0
2.7,0
2.705,0
2.71,0
2.715,0
2.72,0
2.725,0
2.73,0
2.735,0
2.74,0
2.745,0
2.75,-0.00113776862
2.755,-0.00119642296
2.76,-0.00113235007
2.765,-0.000213666077
2.77,-0.000726949074
2.775,-0.000988066429
2.78,-0.000910478528
2.785,-0.000620935985
2.79,-0.000650938135
2.795,-0.000630694441
2.8,-0.000548957789
2.805,-0.000967555156
2.81,-0.000671331305
2.815,0.00126578857
2.82,0.00185114553
2.825,0.000955130206
2.83,0.00115184055
2.835,0.000253876322
2.84,0.00124840962
2.845,0.00151220604
2.85,0.00194349373
2.855,0.000601483858
2.86,0.000299063657
2.865,0.000605529582
2.87,0.000497083529
2.875,6.95549606e-05
2.88,-0.000649678172
2.885,-0.000139325712
2.89,5.84302734e-06
2.895,0.000575515209
2.9,0.000598996063
2.905,-0.000341700215
2.91,-0.00084871822
2.915,-0.000438853167
2.92,-0.000482110947
2.925,-0.000313717988
2.93,0.000260428467
2.935,0.00114701106
2.94,0.000815124717
2.945,0.00110973173
2.95,0.000744595483
2.955,0.0018975616
2.96,0.00236922898
2.965,0.00284389802
2.97,0.00666005816
2.975,0.00684785796
2.98,0.00583557971
2.985,0.00476357806
2.99,-0.00158581894
2.995,0.00277207512
3,0.00462820055
3.005,0.00550915208
3.01,0.00658948952
3.015,0.00729287602
3.02,0.0116852187
3.025,0.0177527592
3.03,0.0216375124
3.035,0.0142032737
3.04,0.0176556557
3.045,0.0245989822
3.05,0.0285321437
3.055,0.0253288075
3.06,0.027988378
3.065,0.0308658425
3.07,0.03528082
3.075,0.0399646051
3.08,0.0400776863
3.085,0.0398181751
3.09,0.0421979353
3.095,0.0476287641
3.1,0.0500849746
3.105,0.0489392951
3.11,0.0518973991
3.115,0.0587974489
3.12,0.0595297739
3.125,0.0614448674
3.13,0.0658237115
3.135,0.0647475347
3.14,0.0696063489
3.145,0.0758980066
3.15,0.0759800002
3.155,0.0760454163
3.16,0.082642518
3.165,0.0872357935
3.17,0.0932983011
3.175,0.0992997512
3.18,0.100553177
3.185,0.105378799
3.19,0.110952497
3.195,0.114652261
3.2,0.118340686
3.205,0.118357465
3.21,0.118625514
3.215,0.119340762
3.22,0.128015116
3.225,0.134981096
3.23,0.141134024
3.235,0.143729821
3.24,0.149501428
3.245,0.15407829
3.25,0.160836205
3.255,0.161570907
3.26,0.173277348
3.265,0.181836203
3.27,0.189494804
3.275,0.186005205
3.28,0.195099011
3.285,0.200420588
3.29,0.20610401
3.295,0.205457538
3.3,0.209286734
3.305,0.211806968
3.31,0.213561699
3.315,0.210842639
3.32,0.215877548
3.325,0.217041984
3.33,0.220274299
3.335,0.22010617
3.34,0.231249467
3.345,0.237299547
3.35,0.247216851
3.355,0.249612093
3.36,0.258617342
3.365,0.267685384
3.37,0.263834864
3.375,0.267161041
3.38,0.262709588
3.385,0.267483801
3.39,0.26748538
3.395,0.267501742
3.4,0.266734987
3.405,0.268641025
3.41,0.262128294
3.415,0.266245067
3.42,0.267923832
3.425,0.273889899
3.43,0.269681364
3.435,0.27238667
3.44,0.270275533
3.445,0.272214383
3.45,0.266382217
3.455,0.268745929
3.46,0
3.465,0
3.47,0
3.475,0
3.48,0
3.485,0
3.49,0
3.495,0
3.5,0
3.505,0
3.51,0
3.515,0
3.52,0
3.525,0
3.53,0
3.535,0
3.54,0
3.545,0
3.55,0
3.555,0
3.56,0
3.565,0
3.57,0
3.575,0
3.58,0
3.585,0
3.59,0
3.595,0
3.6,0
3.605,0
3.61,0
3.615,0
3.62,0
3.625,0
3.63,0
3.635,0
3.64,0
3.645,0
3.65,0
3.655,0
3.66,0
3.665,0
3.67,0
3.675,0
3.68,0
3.685,0
3.69,0
3.695,0
3.7,0
3.705,0
3.71,0
3.715,0
3.72,0
3.725,0
3.73,0
3.735,0
3.74,0
3.745,0
3.75,0
3.755,0
3.76,0
3.765,0
3.77,0
3.775,0.0922519416
3.78,0.0859110802
3.785,0.0825051218
3.79,0.0799710006
3.795,0.0792141035
3.8,0.0764447674
3.805,0.0698670372
3.81,0.0576364361
3.815,0.0501156636
3.82,0.0448152609
3.825,0.0290155523
3.83,0.0143471863
3.835,0.0163496081
3.84,0.00649424409
3.845,-0.00462423172
3.85,-0.0142226182
3.855,-0.017631501
3.86,-0.0309228431
3.865,-0.0548565537
3.87,-0.0588419884
3.875,-0.0555995144
3.88,-0.0644578785
3.885,-0.0691615194
3.89,-0.069766812
3.895,-0.0758958161
3.9,-0.0847553387
3.905,-0.0883022323
3.91,-0.090006642
3.915,-0.0949372798
3.92,-0.10155233
3.925,-0.109677009
3.93,-0.11385078
3.935,-0.115602091
3.94,-0.120674387
3.945,-0.128511399
3.95,-0.132928118
3.955,-0.138410121
3.96,-0.1426249
3.965,-0.149700806
3.97,-0.152999699
3.975,-0.161858544
3.98,-0.165146112
3.985,-0.172705144
3.99,-0.169797793
3.995,-0.176932082
4,-0.178767398
4.005,-0.185814172
4.01,-0.19046323
4.015,-0.191883981
4.02,-0.200084671
4.025,-0.192880347
4.03,-0.192539126
4.035,-0.195335865
4.04,-0.202627704
4.045,-0.207386985
4.05,-0.212715521
4.055,-0.215178803
4.06,-0.219204068
4.065,-0.214414492
4.07,-0.21703963
4.075,-0.218718454
4.08,-0.217398912
4.085,-0.215697229
4.09,-0.212217495
4.095,-0.212038472
4.1,-0.22458899
4.105,-0.231509238
4.11,-0.221782938
4.115,-0.222868711
4.12,-0.214936867
4.125,-0.223807693
4.13,-0.217726067
4.135,-0.220665514
4.14,-0.218568549
4.145,-0.226982415
4.15,-0.228036895
4.155,-0.230281532
4.16,-0.228811279
4.165,-0.227719098
4.17,-0.24222222
4.175,-0.260182947
4.18,-0.262647659
4.185,-0.257637203
4.19,-0.262457937
4.195,-0.264658481
4.2,-0.266459852
4.205,-0.261500686
4.21,-0.257037044
4.215,-0.252249867
4.22,-0.24646166
4.225,-0.244305074
4.23,-0.244282067
4.235,-0.238700971
4.24,-0.234804317
4.245,-0.235967547
4.25,-0.234309316
4.255,-0.235044703
4.26,-0.235465184
4.265,-0.236797735
4.27,-0.235757306
4.275,-0.230500042
4.28,-0.226877451
4.285,-0.227032498
4.29,-0.223271504
4.295,-0.221451312
4.3,-0.219287857
4.305,-0.221059665
4.31,-0.218027726
4.315,-0.211632356
4.32,-0.207214206
4.325,-0.200254425
4.33,-0.199084461
4.335,-0.191279158
4.34,-0.187334716
4.345,-0.186222866
4.35,-0.188649431
4.355,-0.186801285
4.36,-0.1825196
4.365,-0.178998381
4.37,-0.169482157
4.375,-0.165572137
4.38,-0.149427101
4.385,-0.146178111
4.39,-0.131574973
4.395,-0.139606908
4.4,-0.131000087
4.405,-0.131284937
4.41,-0.121373385
4.415,-0.110226654
4.42,-0.105178788
4.425,-0.101679258
4.43,-0.0988228768
4.435,-0.0926195234
4.44,-0.0848355666
4.445,-0.0775768459
4.45,-0.0749749243
4.455,-0.0740733296
4.46,-0.0660241321
4.465,0
4.47,0
4.475,0
4.48,0
4.485,0
4.49,0
4.495,0
4.5,0
4.505,0
4.51,0
4.515,0
4.52,0
4.525,0
4.53,0
4.535,0
4.54,0
4.545,0
4.55,0
4.555,0
4.56,0
4.565,0
4.57,0
4.575,0
4.58,0
4.585,0
4.59,0
4.595,0
4.6,0
4.605,0
4.61,0
4.615,0
4.62,0
4.625,0
4.63,0
4.635,0
4.64,0
4.645,0
4.65,0
4.655,0
4.66,0
4.665,0
4.67,0
4.675,0
4.68,0
4.685,0
4.69,0
4.695,0
4.7,0
4.705,0
4.71,0
4.715,0
4.72,0
4.725,0
4.73,0
4.735,0
4.74,0
4.745,0
4.75,0
4.755,0
4.76,-0.184881374
4.765,-0.186648086
4.77,-0.190706164
4.775,-0.194635957
4.78,-0.195909634
4.785,-0.19879216
4.79,-0.199202329
4.795,-0.204980582
4.8,-0.204595432
4.805,-0.208756655
4.81,-0.2003728
4.815,-0.192265257
4.82,-0.191436708
4.825,-0.212180406
4.83,-0.212393358
4.835,-0.214616656
4.84,-0.214729995
4.845,-0.219503924
4.85,-0.220361814
4.855,-0.227233991
4.86,-0.228019685
4.865,-0.222674936
4.87,-0.229003325
4.875,-0.231106326
4.88,-0.234641999
4.885,-0.2403211
4.89,-0.237799302
4.895,-0.24302572
4.9,-0.245651543
4.905,-0.25618881
4.91,-0.256782234
4.915,-0.262878299
4.92,-0.26717937
4.925,-0.279794127
4.93,-0.27458629
4.935,-0.278732806
4.94,-0.277770609
4.945,-0.283825189
4.95,-0.286208689
4.955,-0.284827739
4.96,-0.281450361
4.965,-0.279885322
4.97,-0.275311112
4.975,-0.276124507
4.98,-0.266445696
4.985,-0.263801783
4.99,-0.253851205
4.995,-0.254177988
5,-0.245154008
5.005,-0.242527753
5.01,-0.235419184
5.015,-0.236418203
5.02,-0.231402576
5.025,-0.228077263
5.03,-0.218465373
5.035,-0.210363597
5.04,-0.201135874
5.045,-0.202635586
5.05,-0.20117119
5.055,-0.201455891
5.06,-0.199648485
5.065,-0.200504705
5.07,-0.202476338
5.075,-0.201365009
5.08,-0.196940586
5.085,-0.199370801
5.09,-0.200204
5.095,-0.19979398
5.1,-0.199410498
5.105,-0.199389219
5.11,-0.199580789
5.115,-0.200811833
5.12,-0.20077616
5.125,-0.200679824
5.13,-0.195452079
5.135,-0.192995533
5.14,-0.192415476
5.145,-0.192744479
5.15,-0.185093135
5.155,-0.178132251
5.16,-0.172886893
5.165,-0.169659585
5.17,-0.150521472
5.175,-0.146674469
5.18,-0.160410985
5.185,-0.141990989
5.19,-0.123282716
5.195,-0.122966088
5.2,-0.113957755
5.205,-0.105075292
5.21,-0.0982339308
5.215,-0.0976753607
5.22,-0.0892259851
5.225,-0.0816396847
5.23,-0.0765754133
5.235,-0.0724620745
5.24,-0.0644139946
5.245,-0.0585327372
5.25,-0.0495209806
5.255,-0.0439184122
5.26,-0.0331458524
5.265,-0.0241170488
5.27,-0.0215099137
5.275,-0.0209744554
5.28,-0.00697913626
5.285,0.00566962315
5.29,0.0098592164
5.295,0.0114344098
5.3,0.0195187852
5.305,0.0330479965
5.31,0.0500205122
5.315,0.0547531508
5.32,0.0599193275
5.325,0.0738723576
5.33,0.090112865
5.335,0.0920129567
5.34,0.101622835
5.345,0.10928373
5.35,0.114680424
5.355,0.125550523
5.36,0.140716359
5.365,0.146959215
5.37,0.155276373
5.375,0.161390498
5.38,0.170230791
5.385,0.18023698
5.39,0.179892495
5.395,0.18771778
5.4,0.19243668
5.405,0.197328925
5.41,0.195212156
5.415,0.205032006
5.42,0.21014373
5.425,0.212466493
5.43,0.214958996
5.435,0.219955891
5.44,0.221641421
5.445,0.227081925
5.45,0.234725088
5.455,0
5.46,0
5.465,0
5.47,0
5.475,0
5.48,0
5.485,0
5.49,0
5.495,0
5.5,0
5.505,0
5.51,0
5.515,0
5.52,0
5.525,0
5.53,0
5.535,0
5.54,0
5.545,0
5.55,0
5.555,0
5.56,0
5.565,0
5.57,0
5.575,0
5.58,0
5.585,0
5.59,0
5.595,0
5.6,0
5.605,0
5.61,0
5.615,0
5.62,0
5.625,0
5.63,0
5.635,0
5.64,0
5.645,0
5.65,0
5.655,0
5.66,0
5.665,0
5.67,0
5.675,0
5.68,0
5.685,0
5.69,0
5.695,0
5.7,0
5.705,0
5.71,0
5.715,0
5.72,0
5.725,0
5.73,0
5.735,0
5.74,0
5.745,0
5.75,0
5.755,0
5.76,0
5.765,0
5.77,0
5.775,0
5.78,0
5.785,0
5.79,0
5.795,0
5.8,0
5.805,0
5.81,0
5.815,0
5.82,0
5.825,0
5.83,0
5.835,0
5.84,0
5.845,0
5.85,0
5.855,0
5.86,0
5.865,0
5.87,0
5.875,0
5.88,0
5.885,0
5.89,0
5.895,0
5.9,0
5.905,0
5.91,0
5.915,0
5.92,0
5.925,0
5.93,0
5.935,0
5.94,0
5.945,0
5.95,0
5.955,0
5.96,0
5.965,0
5.97,0
5.975,0
5.98,0
5.985,0
5.99,0
5.995,0
6,0
6.005,0
6.01,0
6.015,0
6.02,0
6.025,0
6.03,0
6.035,0
6.04,0
6.045,0
6.05,0
6.055,0
6.06,0
6.065,0
6.07,0
6.075,0
6.08,0
6.085,0
6.09,0
6.095,0
6.1,0
6.105,0
6.11,0
6.115,0
6.12,0
6.125,0
6.13,0
6.135,0
6.14,0
6.145,0
6.15,0
6.155,0
6.16,0
6.165,0
6.17,0
6.175,0
6.18,0
6.185,0
6.19,0
6.195,0
6.2,0
6.205,0
6.21,0
6.215,0
6.22,0
6.225,0
6.23,0
6.235,0
6.24,0
6.245,0
6.25,0
6.255,0
6.26,0
6.265,0
6.27,0
6.275,0
6.28,0
6.285,0
6.29,0
6.295,0
6.3,0
6.305,0
6.31,0
6.315,0
6.32,0
6.325,0
6.33,0
6.335,0
6.34,0
6.345,0
6.35,0
6.355,0
6.36,0
6.365,0
6.37,0
6.375,0
6.38,0
6.385,0
6.39,0
6.395,0
6.4,0
6.405,0
6.41,0
6.415,0
6.42,0
6.425,0
6.43,0
6.435,0
6.44,0
6.445,0
6.45,0
6.455,0
6.46,0
6.465,0
6.47,0
6.475,0
6.48,0
6.485,0
6.49,0
6.495,0
6.5,0
6.505,0
6.51,0
6.515,0
6.52,0
6.525,0
6.53,0
6.535,0
6.54,0
6.545,0
6.55,0
6.555,0
6.56,0
6.565,0
6.57,0
6.575,0
6.58,0
6.585,0
6.59,0
6.595,0
6.6,0
6.605,0
6.61,0
6.615,0
6.62,0
6.625,0
6.63,0
6.635,0
6.64,0
6.645,0
6.65,0
6.655,0
6.66,0
6.665,0
6.67,0
6.675,0
6.68,0
6.685,0
6.69,0
6.695,0
6.7,0
6.705,0
6.71,0
6.715,0
6.72,0
6.725,0
6.73,0
6.735,0
6.74,0
6.745,0
6.75,0
6.755,0
6.76,0
6.765,0
6.77,0
6.775,0
6.78,0
6.785,0
6.79,0
6.795,0
6.8,0
6.805,0
6.81,0
6.815,0
6.82,0
6.825,0
6.83,0
6.835,0
6.84,0
6.845,0
6.85,0
6.855,0
6.86,0
6.865,0
6.87,0
6.875,0
6.88,0
6.885,0
6.89,0
6.895,0
6.9,0
6.905,0
6.91,0
6.915,0
6.92,0
6.925,0
6.93,0
6.935,0
6.94,0
6.945,0
6.95,0
6.955,0
6.96,0
6.965,0
6.97,0
6.975,0
6.98,0
6.985,0
6.99,0
6.995,0
7,0
7.005,0
7.01,0
7.015,0
7.02,0
7.025,0
7.03,0
7.035,0
7.04,0
7.045,0
7.05,0
7.055,0
7.06,0
7.065,0
7.07,0
7.075,0
7.08,0
7.085,0
7.09,0
7.095,0
7.1,0
7.105,0
7.11,0
7.115,0
7.12,0
7.125,0
7.13,0
7.135,0
7.14,0
7.145,0
7.15,0
7.155,0
7.16,0
7.165,0
7.17,0
7.175,0
7.18,0
7.185,0
7.19,0
7.195,0
7.2,0
7.205,0
7.21,0
7.215,0
7.22,0
7.225,0
7.23,0
7.235,0
7.24,0
7.245,0
7.25,0
7.255,0
7.26,0
7.265,0
7.27,0
7.275,0
7.28,0
7.285,0
7.29,0
7.295,0
7.3,0
7.305,0
7.31,0
7.315,0
7.32,0
7.325,0
7.33,0
7.335,0
7.34,0
7.345,0
7.35,0
7.355,0
7.36,0
7.365,0
7.37,0
7.375,0
7.38,0
7.385,0
7.39,0
7.395,0
7.4,0
7.405,0
7.41,0
7.415,0
7.42,0
7.425,0
7.43,0
7.435,0
7.44,0
7.445,0
7.45,0
7.455,0
7.46,0
7.465,0
7.47,0
7.475,0
7.48,0
7.485,0
7.49,0
7.495,0
7.5,0
7.505,0
7.51,0
7.515,0
7.52,0
7.525,0
7.53,0
7.535,0
7.54,0
7.545,0
7.55,0
7.555,0
7.56,0
7.565,0
7.57,0
7.575,0
7.58,0
7.585,0
7.59,0
7.595,0
7.6,0
7.605,0
7.61,0
7.615,0
7.62,0
7.625,0
7.63,0
7.635,0
7.64,0
7.645,0
7.65,0
7.655,0
7.66,0
7.665,0
7.67,0
7.675,0
7.68,0
7.685,0
7.69,0
7.695,0
7.7,0
7.705,0
7.71,0
7.715,0
7.72,0
7.725,0
7.73,0
7.735,0
7.74,0
7.745,0
7.75,0
7.755,0
7.76,0
7.765,0
7.77,0
7.775,0
7.78,0
7.785,0
7.79,0
7.795,0
7.8,0
7.805,0
7.81,0
7.815,0
7.82,0
7.825,0
7.83,0
7.835,0
7.84,0
7.845,0
7.85,0
7.855,0
7.86,0
7.865,0
7.87,0
7.875,0
7.88,0
7.885,0
7.89,0
7.895,0
7.9,0
7.905,0
7.91,0
7.915,0
7.92,0
7.925,0
7.93,0
7.935,0
7.94,0
7.945,0
7.95,0
7.955,0
7.96,0
7.965,0
7.97,0
7.975,0
7.98,0
7.985,0
7.99,0
7.995,0
8,0
8.005,0
8.01,0
8.015,0
8.02,0
8.025,0
8.03,0
8.035,0
