time_s,fused_y
2.16,-0.280976355
2.165,-0.275421798
2.17,-0.281062096
2.175,-0.275776476
2.18,-0.281326711
2.185,-0.276270986
2.19,-0.281815797
2.195,-0.276570082
2.2,-0.281239599
2.205,-0.277340472
2.21,-0.281889975
2.215,-0.277389467
2.22,-0.281524718
2.225,-0.277290881
2.23,-0.281508327
2.235,-0.276787072
2.24,-0.281135648
2.245,-0.275755942
2.25,-0.274960637
2.255,-0.278710097
2.26,-0.2773619
2.265,-0.270120412
2.27,-0.275352895
2.275,-0.270315975
2.28,-0.271893144
2.285,-0.262759894
2.29,-0.263326049
2.295,-0.25650382
2.3,-0.256976217
2.305,-0.247551784
2.31,-0.250161558
2.315,-0.245536894
2.32,-0.245922074
2.325,-0.236920953
2.33,-0.233526722
2.335,-0.224594846
2.34,-0.224295571
2.345,-0.212373793
2.35,-0.206842825
2.355,-0.199601635
2.36,-0.197986141
2.365,-0.184544176
2.37,-0.176477253
2.375,-0.168351993
2.38,-0.149786085
2.385,-0.12694481
2.39,-0.116371423
2.395,-0.115306705
2.4,-0.109761953
2.405,-0.106601954
2.41,-0.101438753
2.415,-0.0962761268
2.42,-0.0898574367
2.425,-0.0868732408
2.43,-0.0819224119
2.435,-0.0769723952
2.44,-0.0755668208
2.445,-0.0768479854
2.45,-0.0704246387
2.455,-0.0586166903
2.46,-0.0508491993
2.465,-0.0490291454
2.47,-0.0377947316
2.475,-0.0362033248
2.48,-0.0284318719
2.485,-0.0229889713
2.49,-0.0156717598
2.495,-0.00675988244
2.5,0.000998322386
2.505,0.000774763175
2.51,0.0128542883
2.515,0.033178106
2.52,0.0346104391
2.525,0.0437000841
2.53,0.0589665659
2.535,0.0622272827
2.54,0.0706731007
2.545,0.0791075602
2.55,0.0814471841
2.555,0.0647352785
2.56,0.0726744905
2.565,0.0804004148
2.57,0.0947480798
2.575,0.0957657471
2.58,0.102447964
2.585,0.10910131
2.59,0.12552011
2.595,0.13942267
2.6,0.149683103
2.605,0.16193077
2.61,0.161237165
2.615,0.170769945
2.62,0.165334865
2.625,0.170705467
2.63,0.175168768
2.635,0.1788138
2.64,0.187068656
2.645,0.19424966
2.65,0.196720123
2.655,0.20342581
2.66,0.202179417
2.665,0.208524361
2.67,0.210939109
2.675,0.217319816
2.68,0.219415322
2.685,0.225379586
2.69,0.231507406
2.695,0.237472475
2.7,0.244918957
2.705,0.251498938
2.71,0.252797127
2.715,0.252252221
2.72,0.254391521
2.725,0.261482984
2.73,0.268312752
2.735,0.2705594
2.74,0.27189669
2.745,0
2.75,0
2.755,0
2.76,0
2.765,0
2.77,0
2.775,0
2.78,0
2.785,0
2.79,0
2.795,0
2.8,0
2.805,0
2.81,0
2.815,0
2.82,0
2.825,0
2.83,0
2.835,0
2.84,0
2.845,0
2.85,0
2.855,0
2.86,0
2.865,0
2.87,0
2.875,0
2.88,0
2.885,0
2.89,0
2.895,0
2.9,0
2.905,0
2.91,0
2.915,0
2.92,0
2.925,0
2.93,0
2.935,0
2.94,0
2.945,0
2.95,0
2.955,0
2.96,0
2.965,0
2.97,0
2.975,0
2.98,0
2.985,0
2.99,0
2.995,0
3,0
3.005,0
3.01,0
3.015,0
3.02,0
3.025,0
3.03,0
3.035,0
3.04,0
3.045,0
3.05,0.118575618
3.055,0.108652942
3.06,0.100848138
3.065,0.103351153
3.07,0.0930196568
3.075,0.0879199877
3.08,0.074756138
3.085,0.076713644
3.09,0.0645827949
3.095,0.05488934
3.1,0.0580757819
3.105,0.0516627505
3.11,0.0458814725
3.115,0.0439761393
3.12,0.0375100449
3.125,0.0302074924
3.13,0.0231226515
3.135,0.0238872748
3.14,0.017466126
3.145,0.0181008317
3.15,0.00588192884
3.155,0.00263086217
3.16,-0.00405714801
3.165,-0.0108891772
3.17,-0.0179446619
3.175,-0.0179544985
3.18,-0.0241279434
3.185,-0.0232060272
3.19,-0.0351084135
3.195,-0.0305040404
3.2,-0.0441915244
3.205,-0.0520150736
3.21,-0.0589058362
3.215,-0.0669800639
3.22,-0.078384012
3.225,-0.0867091417
3.23,-0.095133625
3.235,-0.0877141654
3.24,-0.0944975019
3.245,-0.103516437
3.25,-0.111010619
3.255,-0.110141143
3.26,-0.118252508
3.265,-0.128365502
3.27,-0.136563167
3.275,-0.135830507
3.28,-0.142557651
3.285,-0.14929305
3.29,-0.153050661
3.295,-0.154551014
3.3,-0.161554366
3.305,-0.164925337
3.31,-0.174935505
3.315,-0.185432121
3.32,-0.193514779
3.325,-0.201623023
3.33,-0.199697807
3.335,-0.210776299
3.34,-0.218148619
3.345,-0.2177625
3.35,-0.229303956
3.355,-0.235197335
3.36,-0.235104397
3.365,-0.240906402
3.37,-0.242575958
3.375,-0.247051135
3.38,-0.252671599
3.385,-0.251875192
3.39,-0.255903244
3.395,-0.263605475
3.4,-0.268502563
3.405,-0.265921533
3.41,-0.271502882
3.415,-0.279497176
3.42,-0.284266263
3.425,-0.280235618
3.43,-0.283369869
3.435,-0.290344536
3.44,-0.293442041
3.445,-0.288572282
3.45,-0.295056134
3.455,-0.290660083
3.46,-0.294353396
3.465,-0.294116944
3.47,-0.294246584
3.475,-0.285057187
3.48,-0.283912331
3.485,-0.282762766
3.49,-0.281907767
3.495,-0.278593451
3.5,-0.273038477
3.505,-0.273088783
3.51,-0.26718381
3.515,-0.261839747
3.52,-0.251338005
3.525,-0.24720563
3.53,-0.241392389
3.535,-0.230605021
3.54,-0.210514992
3.545,-0.196046576
3.55,-0.183731064
3.555,-0.179063797
3.56,-0.174296796
3.565,-0.16943334
3.57,-0.155573711
3.575,-0.141148195
3.58,-0.12817812
3.585,-0.129064858
3.59,-0.114070304
3.595,-0.103909105
3.6,-0.0936548114
3.605,-0.083283782
3.61,-0.0743373632
3.615,-0.0634348392
3.62,-0.0672042891
3.625,-0.0623536184
3.63,-0.0550296493
3.635,-0.0482997969
3.64,-0.0346805342
3.645,-0.0223437697
3.65,-0.0167922042
3.655,-0.0142649747
3.66,-0.0089342352
3.665,0.00393210817
3.67,0.0159525219
3.675,0.0269899983
3.68,0.0322453119
3.685,0.0433045812
3.69,0.0529435799
3.695,0.0625932589
3.7,0.0687269643
3.705,0.0690652505
3.71,0.078698568
3.715,0.0868627131
3.72,0.0883359984
3.725,0.0992787555
3.73,0.106211796
3.735,0.113131151
3.74,0.108941942
3.745,0.106913134
3.75,0.11667949
3.755,0
3.76,0
3.765,0
3.77,0
3.775,0
3.78,0
3.785,0
3.79,0
3.795,0
3.8,0
3.805,0
3.81,0
3.815,0
3.82,0
3.825,0
3.83,0
3.835,0
3.84,0
3.845,0
3.85,0
3.855,0
3.86,0
3.865,0
3.87,0
3.875,0
3.88,0
3.885,0
3.89,0
3.895,0
3.9,0
3.905,0
3.91,0
3.915,0
3.92,0
3.925,0
3.93,0
3.935,0
3.94,0
3.945,0
3.95,0
3.955,0
3.96,0
3.965,0
3.97,0
3.975,0
3.98,0
3.985,0
3.99,0
3.995,0
4,0
4.005,0
4.01,0
4.015,0
4.02,0
4.025,0
4.03,0
4.035,0
4.04,0
4.045,0
4.05,0
4.055,0
4.06,0
4.065,0
4.07,0
4.075,0
4.08,0
4.085,0
4.09,0
4.095,0
4.1,0
4.105,0
4.11,0
4.115,0
4.12,0
4.125,0
4.13,0
4.135,0
4.14,0
4.145,0
4.15,0
4.155,0
4.16,0
4.165,0
4.17,0
4.175,0
4.18,0
4.185,0
4.19,0
4.195,0
4.2,0
4.205,0
4.21,0
4.215,0
4.22,0
4.225,0
4.23,0
4.235,0
4.24,0
4.245,0
4.25,0
4.255,0
4.26,0
4.265,0
4.27,0
4.275,0
4.28,0
4.285,0
4.29,0
4.295,0
4.3,0
4.305,0
4.31,0
4.315,0
4.32,0
4.325,0
4.33,0
4.335,0
4.34,0
4.345,0
4.35,0
4.355,0
4.36,0
4.365,0
4.37,0
4.375,0
4.38,0
4.385,0
4.39,0
4.395,0
4.4,0
4.405,0
4.41,0
4.415,0
4.42,0
4.425,0
4.43,0
4.435,0
4.44,0
4.445,0
4.45,0
4.455,0
4.46,0
4.465,0
4.47,0
4.475,0
4.48,0
4.485,0
4.49,0
4.495,0
4.5,0
4.505,0
4.51,0
4.515,0
4.52,0
4.525,0
4.53,0
4.535,0
4.54,0
4.545,0
4.55,0
4.555,0
4.56,0
4.565,0
4.57,0
4.575,0
4.58,0
4.585,0
4.59,0
4.595,0
4.6,0
4.605,0
4.61,0
4.615,0
4.62,0
4.625,0
4.63,0
4.635,0
4.64,0
4.645,0
4.65,0
4.655,0
4.66,0
4.665,0
4.67,0
4.675,0
4.68,0
4.685,0
4.69,0
4.695,0
4.7,0
4.705,0
4.71,0
4.715,0
4.72,0
4.725,0
4.73,0
4.735,0
4.74,0
4.745,0
4.75,0
4.755,0
4.76,0
4.765,0
4.77,0
4.775,0
4.78,0
4.785,0
4.79,0
4.795,0
4.8,0
4.805,0
4.81,0
4.815,0
4.82,0
4.825,0
4.83,0
4.835,0
4.84,0
4.845,0
4.85,0
4.855,0
4.86,0
4.865,0
4.87,0
4.875,0
4.88,0
4.885,0
4.89,0
4.895,0
4.9,0
4.905,0
4.91,0
4.915,0
4.92,0
4.925,0
4.93,0
4.935,0
4.94,0
4.945,0
4.95,0
4.955,0
4.96,0
4.965,0
4.97,0
4.975,0
4.98,0
4.985,0
4.99,0
4.995,0
5,0
5.005,0
5.01,0
5.015,0
5.02,0
5.025,0
5.03,0
5.035,0
5.04,0
5.045,0
5.05,0
5.055,0
5.06,0
5.065,0
5.07,0
5.075,0
5.08,0
5.085,0
5.09,0
5.095,0
5.1,0
5.105,0
5.11,0
5.115,0
5.12,0
5.125,0
5.13,0
5.135,0
5.14,0
5.145,0
5.15,0
5.155,0
5.16,0
5.165,0
5.17,0
5.175,0
5.18,0
5.185,0
5.19,0
5.195,0
5.2,0
5.205,0
5.21,0
5.215,0
5.22,0
5.225,0
5.23,0
5.235,0
5.24,0
5.245,0
5.25,0
5.255,0
5.26,0
5.265,0
5.27,0
5.275,0
5.28,0
5.285,0
5.29,0
5.295,0
5.3,0
5.305,0
5.31,0
5.315,0
5.32,0
5.325,0
5.33,0
5.335,0
5.34,0
5.345,0
5.35,0
5.355,0
5.36,0
5.365,0
5.37,0
5.375,0
5.38,0
5.385,0
5.39,0
5.395,0
5.4,0
5.405,0
5.41,0
5.415,0
5.42,0
5.425,0
5.43,0
5.435,0
5.44,0
5.445,0
5.45,0
5.455,0
5.46,0
5.465,0
5.47,0
5.475,0
5.48,0
5.485,0
5.49,0
5.495,0
5.5,0
5.505,0
5.51,0
5.515,0
5.52,0
5.525,0
5.53,0
5.535,0
5.54,0
5.545,0
5.55,0
5.555,0
5.56,0
5.565,0
5.57,0
5.575,0
5.58,0
5.585,0
5.59,0
5.595,0
5.6,0
5.605,0
5.61,0
5.615,0
5.62,0
5.625,0
5.63,0
5.635,0
5.64,0
5.645,0
5.65,0
5.655,0
5.66,0
5.665,0
5.67,0
5.675,0
5.68,0
5.685,0
5.69,0
5.695,0
5.7,0
5.705,0
5.71,0
5.715,0
5.72,0
5.725,0
5.73,0
5.735,0
5.74,0
5.745,0
5.75,0
5.755,0
5.76,0
5.765,0
5.77,0
5.775,0
5.78,0
5.785,0
5.79,0
5.795,0
5.8,0
5.805,0
5.81,0
5.815,0
5.82,0
5.825,0
5.83,0
5.835,0
5.84,0
5.845,0
5.85,0
5.855,0
5.86,0
5.865,0
5.87,0
5.875,0
5.88,0
5.885,0
5.89,0
5.895,0
5.9,0
5.905,0
5.91,0
5.915,0
5.92,0
5.925,0
5.93,0
5.935,0
5.94,0
5.945,0
5.95,0
5.955,0
5.96,0
5.965,0
5.97,0
5.975,0
5.98,0
5.985,0
5.99,0
5.995,0
6,0
6.005,0
6.01,0
6.015,0
6.02,0
6.025,0
6.03,0
6.035,0
6.04,0
6.045,0
6.05,0
6.055,0
6.06,0
6.065,0
6.07,0
6.075,0
6.08,0
6.085,0
6.09,0
6.095,0
6.1,0
6.105,0
