time_s,Mux_Trajectory_X_1_ch1,Mux_Trajectory_X_1_ch2,Mux_Trajectory_X_1_ch3,Mux_Trajectory_X_1_ch4,Mux_Trajectory_X_1_ch5,Mux_Trajectory_X_1_ch6
0.48,0,0,0,0,0,0
0.485,0,0,0,0,0,0
0.49,0,0,0,0,0,0
0.495,0,0,0,0,0,0
0.5,0,0,0,0,0,0
0.505,0,0,0,0,0,0
0.51,0,0,0,0,0,0
0.515,0,0,0,0,0,0
0.52,0,0,0,0,0,0
0.525,0,0,0,0,0,0
0.53,0,0,0,0,0,0
0.535,0,0,0,0,0,0
0.54,0,0,0,0,0,0
0.545,0,0,0,0,0,0
0.55,0,0,0,0,0,0
0.555,0,0,0,0,0,0
0.56,0,0,0,0,0,0
0.565,0,0,0,0,0,0
0.57,0,0,0,0,0,0
0.575,0,0,0,0,0,0
0.58,0,0,0,0,0,0
0.585,0,0,0,0,0,0
0.59,0,0,0,0,0,0
0.595,0,0,0,0,0,0
0.6,0,0,0,0,0,0
0.605,0,0,0,0,0,0
0.61,0,0,0,0,0,0
0.615,0,0,0,0,0,0
0.62,0,0,0,0,0,0
0.625,0,0,0,0,0,0
0.63,0,0,0,0,0,0
0.635,0,0,0,0,0,0
0.64,0,0,0,0,0,0
0.645,0,0,0,0,0,0
0.65,0,0,0,0,0,0
0.655,0,0,0,0,0,0
0.66,0,0,0,0,0,0
0.665,0,0,0,0,0,0
0.67,0,0,0,0,0,0
0.675,0,0,0,0,0,0
0.68,0,0,0,0,0,0
0.685,0,0,0,0,0,0
0.69,0,0,0,0,0,0
0.695,0,0,0,0,0,0
0.7,0,0,0,0,0,0
0.705,0,0,0,0,0,0
0.71,0,0,0,0,0,0
0.715,0,0,0,0,0,0
0.72,0,0,0,0,0,0
0.725,0,0,0,0,0,0
0.73,0,0,0,0,0,0
0.735,0,0,0,0,0,0
0.74,0,0,0,0,0,0
0.745,0,0,0,0,0,0
0.75,0,0,0,0,0,0
0.755,0,0,0,0,0,0
0.76,0,0,0,0,0,0
0.765,0,0,0,0,0,0
0.77,0,0,0,0,0,0
0.775,0,0,0,0,0,0
0.78,0,0,0,0,0,0
0.785,0,0,0,0,0,0
0.79,0,0,0,0,0,0
0.795,0,0,0,0,0,0
0.8,0,0,0,0,0,0
0.805,0,0,0,0,0,0
0.81,0,0,0,0,0,0
0.815,0,0,0,0,0,0
0.82,0,0,0,0,0,0
0.825,0,0,0,0,0,0
0.83,0,0,0,0,0,0
0.835,0,0,0,0,0,0
0.84,0,0,0,0,0,0
0.845,0,0,0,0,0,0
0.85,0,0,0,0,0,0
0.855,0,0,0,0,0,0
0.86,0,0,0,0,0,0
0.865,0,0,0,0,0,0
0.87,0,0,0,0,0,0
0.875,0,0,0,0,0,0
0.88,0,0,0,0,0,0
0.885,0,0,0,0,0,0
0.89,0,0,0,0,0,0
0.895,0,0,0,0,0,0
0.9,0,0,0,0,0,0
0.905,0,0,0,0,0,0
0.91,0,0,0,0,0,0
0.915,0,0,0,0,0,0
0.92,0,0,0,0,0,0
0.925,0,0,0,0,0,0
0.93,0,0,0,0,0,0
0.935,0,0,0,0,0,0
0.94,0,0,0,0,0,0
0.945,0,0,0,0,0,0
0.95,0,0,0,0,0,0
0.955,0,0,0,0,0,0
0.96,0,0,0,0,0,0
0.965,0,0,0,0,0,0
0.97,0,0,0,0,0,0
0.975,0,0,0,0,0,0
0.98,0,0,0,0,0,0
0.985,0,0,0,0,0,0
0.99,0,0,0,0,0,0
0.995,0,0,0,0,0,0
1,0,0,0,0,0,0
1.005,0,0,0,0,0,0
1.01,0,0,0,0,0,0
1.015,0,0,0,0,0,0
1.02,0,0,0,0,0,0
1.025,0,0,0,0,0,0
1.03,0,0,0,0,0,0
1.035,0,0,0,0,0,0
1.04,0,0,0,0,0,0
1.045,0,0,0,0,0,0
1.05,0,0,0,0,0,0
1.055,0,0,0,0,0,0
1.06,0,0,0,0,0,0
1.065,0,0,0,0,0,0
1.07,0,0,0,0,0,0
1.075,0,0,0,0,0,0
1.08,0,0,0,0,0,0
1.085,0,0,0,0,0,0
1.09,0,0,0,0,0,0
1.095,0,0,0,0,0,0
1.1,0,0,0,0,0,0
1.105,0,0,0,0,0,0
1.11,0,0,0,0,0,0
1.115,0,0,0,0,0,0
1.12,0,0,0,0,0,0
1.125,0,0,0,0,0,0
1.13,0,0,0,0,0,0
1.135,0,0,0,0,0,0
1.14,0,0,0,0,0,0
1.145,0,0,0,0,0,0
1.15,0,0,0,0,0,0
1.155,0,0,0,0,0,0
1.16,0,0,0,0,0,0
1.165,0,0,0,0,0,0
1.17,0,0,0,0,0,0
1.175,0,0,0,0,0,0
1.18,0,0,0,0,0,0
1.185,0,0,0,0,0,0
1.19,0,0,0,0,0,0
1.195,0,0,0,0,0,0
1.2,0,0,0,0,0,0
1.205,0,0,0,0,0,0
1.21,0,0,0,0,0,0
1.215,0,0,0,0,0,0
1.22,0,0,0,0,0,0
1.225,0,0,0,0,0,0
1.23,0,0,0,0,0,0
1.235,0,0,0,0,0,0
1.24,0,0,0,0,0,0
1.245,0,0,0,0,0,0
1.25,0,0,0,0,0,0
1.255,0,0,0,0,0,0
1.26,0,0,0,0,0,0
1.265,0,0,0,0,0,0
1.27,0,0,0,0,0,0
1.275,0,0,0,0,0,0
1.28,0,0,0,0,0,0
1.285,0,0,0,0,0,0
1.29,0,0,0,0,0,0
1.295,0,0,0,0,0,0
1.3,0,0,0,0,0,0
1.305,0,0,0,0,0,0
1.31,0,0,0,0,0,0
1.315,0,0,0,0,0,0
1.32,0,0,0,0,0,0
1.325,0,0,0,0,0,0
1.33,0,0,0,0,0,0
1.335,0,0,0,0,0,0
1.34,0,0,0,0,0,0
1.345,0,0,0,0,0,0
1.35,0,0,0,0,0,0
1.355,0,0,0,0,0,0
1.36,0,0,0,0,0,0
1.365,0,0,0,0,0,0
1.37,0,0,0,0,0,0
1.375,0,0,0,0,0,0
1.38,0,0,0,0,0,0
1.385,0,0,0,0,0,0
1.39,0,0,0,0,0,0
1.395,0,0,0,0,0,0
1.4,0,0,0,0,0,0
1.405,0,0,0,0,0,0
1.41,0,0,0,0,0,0
1.415,0,0,0,0,0,0
1.42,0,0,0,0,0,0
1.425,0,0,0,0,0,0
1.43,0,0,0,0,0,0
1.435,0,0,0,0,0,0
1.44,0,0,0,0,0,0
1.445,0,0,0,0,0,0
1.45,0,0,0,0,0,0
1.455,0,0,0,0,0,0
1.46,0,0,0,0,0,0
1.465,0,0,0,0,0,0
1.47,0,0,0,0,0,0
1.475,0,0,0,0,0,0
1.48,0,0,0,0,0,0
1.485,0,0,0,0,0,0
1.49,0,0,0,0,0,0
1.495,0,0,0,0,0,0
1.5,0,0,0,0,0,0
1.505,0,0,0,0,0,0
1.51,0,0,0,0,0,0
1.515,0,0,0,0,0,0
1.52,0,0,0,0,0,0
1.525,0,0,0,0,0,0
1.53,0,0,0,0,0,0
1.535,0,0,0,0,0,0
1.54,0,0,0,0,0,0
1.545,0,0,0,0,0,0
1.55,0,0,0,0,0,0
1.555,0,0,0,0,0,0
1.56,0,0,0,0,0,0
1.565,0,0,0,0,0,0
1.57,0,0,0,0,0,0
1.575,0,0,0,0,0,0
1.58,0,0,0,0,0,0
1.585,0,0,0,0,0,0
1.59,0,0,0,0,0,0
1.595,0,0,0,0,0,0
1.6,0,0,0,0,0,0
1.605,0,0,0,0,0,0
1.61,0,0,0,0,0,0
1.615,0,0,0,0,0,0
1.62,0,0,0,0,0,0
1.625,0,0,0,0,0,0
1.63,0,0,0,0,0,0
1.635,0,0,0,0,0,0
1.64,0,0,0,0,0,0
1.645,0,0,0,0,0,0
1.65,0,0,0,0,0,0
1.655,0,0,0,0,0,0
1.66,0,0,0,0,0,0
1.665,0,0,0,0,0,0
1.67,0,0,0,0,0,0
1.675,0,0,0,0,0,0
1.68,0,0,0,0,0,0
1.685,0,0,0,0,0,0
1.69,0,0,0,0,0,0
1.695,0,0,0,0,0,0
1.7,0,0,0,0,0,0
1.705,0,0,0,0,0,0
1.71,0,0,0,0,0,0
1.715,0,0,0,0,0,0
1.72,0,0,0,0,0,0
1.725,0,0,0,0,0,0
1.73,0,0,0,0,0,0
1.735,0,0,0,0,0,0
1.74,0,0,0,0,0,0
1.745,0,0,0,0,0,0
1.75,0,0,0,0,0,0
1.755,0,0,0,0,0,0
1.76,0,0,0,0,0,0
1.765,0,0,0,0,0,0
1.77,0,0,0,0,0,0
1.775,0,0,0,0,0,0
1.78,0,0,0,0,0,0
1.785,0,0,0,0,0,0
1.79,0,0,0,0,0,0
1.795,0,0,0,0,0,0
1.8,0,0,0,0,0,0
1.805,0,0,0,0,0,0
1.81,0,0,0,0,0,0
1.815,0,0,0,0,0,0
1.82,0,0,0,0,0,0
1.825,0,0,0,0,0,0
1.83,0,0,0,0,0,0
1.835,0,0,0,0,0,0
1.84,0,0,0,0,0,0
1.845,0,0,0,0,0,0
1.85,0,0,0,0,0,0
1.855,0,0,0,0,0,0
1.86,0,0,0,0,0,0
1.865,0,0,0,0,0,0
1.87,0,0,0,0,0,0
1.875,0,0,0,0,0,0
1.88,0,0,0,0,0,0
1.885,0,0,0,0,0,0
1.89,0,0,0,0,0,0
1.895,0,0,0,0,0,0
1.9,0,0,0,0,0,0
1.905,0,0,0,0,0,0
1.91,0,0,0,0,0,0
1.915,0,0,0,0,0,0
1.92,0,0,0,0,0,0
1.925,0,0,0,0,0,0
1.93,0,0,0,0,0,0
1.935,0,0,0,0,0,0
1.94,0,0,0,0,0,0
1.945,0,0,0,0,0,0
1.95,0,0,0,0,0,0
1.955,0,0,0,0,0,0
1.96,0,0,0,0,0,0
1.965,0,0,0,0,0,0
1.97,0,0,0,0,0,0
1.975,0,0,0,0,0,0
1.98,0,0,0,0,0,0
1.985,0,0,0,0,0,0
1.99,0,0,0,0,0,0
1.995,0,0,0,0,0,0
2,0,0,0,0,0,0
2.005,0,0,0,0,0,0
2.01,0,0,0,0,0,0
2.015,0,0,0,0,0,0
2.02,0,0,0,0,0,0
2.025,0,0,0,0,0,0
2.03,0,0,0,0,0,0
2.035,0,0,0,0,0,0
2.04,0,0,0,0,0,0
2.045,0,0,0,0,0,0
2.05,0,0,0,0,0,0
2.055,0,0,0,0,0,0
2.06,0,0,0,0,0,0
2.065,0,0,0,0,0,0
2.07,0,0,0,0,0,0
2.075,0,0,0,0,0,0
2.08,0,0,0,0,0,0
2.085,0,0,0,0,0,0
2.09,0,0,0,0,0,0
2.095,0,0,0,0,0,0
2.1,0,0,0,0,0,0
2.105,0,0,0,0,0,0
2.11,0,0,0,0,0,0
2.115,0,0,0,0,0,0
2.12,0,0,0,0,0,0
2.125,0,0,0,0,0,0
2.13,0,0,0,0,0,0
2.135,0,0,0,0,0,0
2.14,0,0,0,0,0,0
2.145,0,0,0,0,0,0
2.15,0,0,0,0,0,0
2.155,0,0,0,0,0,0
2.16,0,0,0,0,0,0
2.165,0,0,0,0,0,0
2.17,0,0,0,0,0,0
2.175,0,0,0,0,0,0
2.18,0,0,0,0,0,0
2.185,0,0,0,0,0,0
2.19,0,0,0,0,0,0
2.195,0,0,0,0,0,0
2.2,0,0,0,0,0,0
2.205,0,0,0,0,0,0
2.21,0,0,0,0,0,0
2.215,0,0,0,0,0,0
2.22,0,0,0,0,0,0
2.225,0,0,0,0,0,0
2.23,0,0,0,0,0,0
2.235,0,0,0,0,0,0
2.24,0,0,0,0,0,0
2.245,0,0,0,0,0,0
2.25,0,0.311374068,0,0.311374068,0,0
2.255,0,0.311374068,0,0.311374068,0,0
2.26,0,0.311374068,0,0.311374068,0,0
2.265,0,0.311374068,0,0.311374068,0,0
2.27,0,0.311221719,0,0.311221719,0,0
2.275,0,0.311238468,0,0.311238468,0,0
2.28,0,0.311063081,0,0.311063081,0,0
2.285,0,0.311063081,0,0.310887694,0,0
2.29,0,0.310592264,0,0.310592264,0,0
2.295,0,0.310705662,0,0.310705662,0,0
2.3,0,0.310705662,0,0.31081906,0,0
2.305,0,0.310705662,0,0.310932457,0,0
2.31,0,0.310955465,0,0.310955465,0,0
2.315,0,0.310888678,0,0.310888678,0,0
2.32,0,0.310888678,0,0.310821891,0,0
2.325,0,0.310888678,0,0.310755104,0,0
2.33,0,0.310888678,0,0.310688317,0,0
2.335,0,0.310888678,0,0.31062153,0,0
2.34,0,0.310890287,0,0.310890287,0,0
2.345,0,0.310777307,0,0.310777307,0,0
2.35,0,0.310618103,0,0.310618103,0,0
2.355,0,0.309077561,0,0.309077561,0,0
2.36,0,0.308548599,0,0.308548599,0,0
2.365,0,0.308548599,0,0.308019638,0,0
2.37,0,0.308548599,0,0.307490677,0,0
2.375,0,0.308548599,0,0.306961715,0,0
2.38,0,0.307962805,0,0.307962805,0,0
2.385,0,0.307962805,0,0.307816356,0,0
2.39,0,0.307962805,0,0.307669908,0,0
2.395,0,0.307962805,0,0.307523459,0,0
2.4,0,0.307794541,0,0.307794541,0,0
2.405,0,0.307933688,0,0.307933688,0,0
2.41,0,0.307841957,0,0.307841957,0,0
2.415,0,0.307841957,0,0.307750225,0,0
2.42,0,0.308346748,0,0.308346748,0,0
2.425,0,0.30806002,0,0.30806002,0,0
2.43,0,0.30806002,0,0.307773292,0,0
2.435,0,0.30806002,0,0.307486564,0,0
2.44,0,0.308311075,0,0.308311075,0,0
2.445,0,0.308766246,0,0.308766246,0,0
2.45,0,0.308766246,0,0.309221417,0,0
2.455,0,0.308766246,0,0.309676588,0,0
2.46,0,0.308913499,0,0.308913499,0,0
2.465,0,0.306787491,0,0.306787491,0,0
2.47,0,0.306787491,0,0.304661483,0,0
2.475,0,0.306787491,0,0.302535474,0,0
2.48,0,0.309895992,0,0.309895992,0,0
2.485,0,0.310717165,0,0.310717165,0,0
2.49,0,0.310717165,0,0.311538339,0,0
2.495,0,0.310717165,0,0.312359512,0,0
2.5,0,0.307543188,0,0.307543188,0,0
2.505,0,0.307278275,0,0.307278275,0,0
2.51,0,0.307278275,0,0.307013363,0,0
2.515,0,0.307278275,0,0.30674845,0,0
2.52,0,0.304723561,0,0.304723561,0,0
2.525,0,0.301745355,0,0.301745355,0,0
2.53,0,0.301745355,0,0.298767149,0,0
2.535,0,0.301745355,0,0.295788944,0,0
2.54,0,0.301323742,0,0.301323742,0,0
2.545,0,0.298943967,0,0.298943967,0,0
2.55,0,0.301009387,0,0.301009387,0,0
2.555,0,0.301009387,0,0.303074807,0,0
2.56,0,0.301449388,0,0.301449388,0,0
2.565,0,0.301449388,0,0.301669389,0,0
2.57,0,0.301449388,0,0.30188939,0,0
2.575,0,0.301449388,0,0.30210939,0,0
2.58,0,0.298656642,0,0.298656642,0,0
2.585,0,0.293602407,0,0.293602407,0,0
2.59,0,0.293602407,0,0.288548172,0,0
2.595,0,0.293602407,0,0.283493936,0,0
2.6,0,0.291998684,0,0.291998684,0,0
2.605,0,0.289189965,0,0.289189965,0,0
2.61,0,0.286611795,0,0.286611795,0,0
2.615,0,0.286611795,0,0.284033626,0,0
2.62,0,0.279923826,0,0.279923826,0,0
2.625,0,0.277319282,0,0.277319282,0,0
2.63,0,0.277319282,0,0.274714738,0,0
2.635,0,0.277319282,0,0.272110194,0,0
2.64,0,0.276641548,0,0.276641548,0,0
2.645,0,0.272510201,0,0.272510201,0,0
2.65,0,0.272510201,0,0.268378854,0,0
2.655,0,0.272510201,0,0.264247507,0,0
2.66,0,0.264665872,0,0.264665872,0,0
2.665,0,0.259063751,0,0.259063751,0,0
2.67,0,0.259063751,0,0.253461629,0,0
2.675,0,0.259063751,0,0.247859508,0,0
2.68,0,0.256622612,0,0.256622612,0,0
2.685,0,0.252072096,0,0.252072096,0,0
2.69,0,0.252072096,0,0.247521579,0,0
2.695,0,0.252072096,0,0.242971063,0,0
2.7,0,0.249982655,0,0.249982655,0,0
2.705,0,0.243783131,0,0.243783131,0,0
2.71,0,0.243783131,0,0.237583607,0,0
2.715,0,0.243783131,0,0.231384084,0,0
2.72,0,0.243783131,0,0.22518456,0,0
2.725,0,0.243783131,0,0.218985036,0,0
2.73,0,0.240068108,0,0.240068108,0,0
2.735,0,0.232810527,0,0.232810527,0,0
2.74,0,0.232810527,0,0.225552946,0,0
2.745,0,0.232810527,0,0.218295366,0,0
2.75,0,0.227807507,0,0.227807507,0,0
2.755,0,0.219610438,0,0.219610438,0,0
2.76,0,0.219610438,0,0.211413369,0,0
2.765,0,0.219610438,0,0.203216299,0,0
2.77,0,0.215847149,0,0.215847149,0,0
2.775,0,0.206173539,0,0.206173539,0,0
2.78,0,0.206173539,0,0.196499929,0,0
2.785,0,0.206173539,0,0.186826319,0,0
2.79,0,0.202212557,0,0.202212557,0,0
2.795,0,0.191661328,0,0.191661328,0,0
2.8,0,0.191661328,0,0.181110099,0,0
2.805,0,0.191661328,0,0.17055887,0,0
2.81,0,0.193344951,0,0.193344951,0,0
2.815,0,0.189218834,0,0.189218834,0,0
2.82,0,0.189218834,0,0.185092717,0,0
2.825,0,0.189218834,0,0.180966601,0,0
2.83,0,0.182430953,0,0.182430953,0,0
2.835,0,0.174732685,0,0.174732685,0,0
2.84,0,0.174732685,0,0.167034417,0,0
2.845,0,0.174732685,0,0.15933615,0,0
2.85,0,0.168013722,0,0.168013722,0,0
2.855,0,0.162228018,0,0.162228018,0,0
2.86,0,0.162228018,0,0.156442314,0,0
2.865,0,0.162228018,0,0.150656611,0,0
2.87,0,0.158379629,0,0.158379629,0,0
2.875,0,0.149278089,0,0.149278089,0,0
2.88,0,0.149278089,0,0.14017655,0,0
2.885,0,0.149278089,0,0.13107501,0,0
2.89,0,0.144544363,0,0.144544363,0,0
2.895,0,0.139307767,0,0.139307767,0,0
2.9,0,0.139307767,0,0.134071171,0,0
2.905,0,0.139307767,0,0.128834575,0,0
2.91,0,0.130527541,0,0.130527541,0,0
2.915,0,0.126241773,0,0.126241773,0,0
2.92,0,0.126241773,0,0.121956006,0,0
2.925,0,0.126241773,0,0.117670238,0,0
2.93,0,0.109842941,0,0.109842941,0,0
2.935,0,0.109787218,0,0.109787218,0,0
2.94,0,0.0978528783,0,0.0978528783,0,0
2.945,0,0.0978528783,0,0.0859185383,0,0
2.95,0,0.0923150256,0,0.0923150256,0,0
2.955,0,0.0797400177,0,0.0797400177,0,0
2.96,0,0.0797400177,0,0.0671650097,0,0
2.965,0,0.0797400177,0,0.0545900017,0,0
2.97,0,0.0748393536,0,0.0748393536,0,0
2.975,0,0.0651483238,0,0.0651483238,0,0
2.98,0,0.0651483238,0,0.055457294,0,0
2.985,0,0.0651483238,0,0.0457662642,0,0
2.99,0,0.0603798255,0,0.0603798255,0,0
2.995,0,0.0462666117,0,0.0462666117,0,0
3,0,0.0462666117,0,0.0321533978,0,0
3.005,0,0.0462666117,0,0.0180401839,0,0
3.01,0,0.0432794206,0,0.0432794206,0,0
3.015,0,0.0338384546,0,0.0338384546,0,0
3.02,0,0.0338384546,0,0.0243974887,0,0
3.025,0,0.0338384546,0,0.0149565227,0,0
3.03,0,0.0201354325,0,0.0201354325,0,0
3.035,0,0.0141360713,0,0.0141360713,0,0
3.04,0,0.0141360713,0,0.00813671015,0,0
3.045,0,0.0141360713,0,0.00213734899,0,0
3.05,0,0.000870000513,0,0.000870000513,0,0
3.055,0,-0.00552237732,0,-0.00552237732,0,0
3.06,0,-0.00552237732,0,-0.0119147552,0,0
3.065,0,-0.00552237732,0,-0.0183071326,0,0
3.07,0,-0.0166824032,0,-0.0166824032,0,0
3.075,0,-0.0163677502,0,-0.0163677502,0,0
3.08,0,-0.0163677502,0,-0.0160530973,0,0
3.085,0,-0.0163677502,0,-0.0157384444,0,0
3.09,0,-0.0302882548,0,-0.0302882548,0,0
3.095,0,-0.0381015092,0,-0.0381015092,0,0
3.1,0,-0.0381015092,0,-0.0459147654,0,0
3.105,0,-0.0381015092,0,-0.053728018,0,0
3.11,0,-0.0381015092,0,-0.0615412742,0,0
3.115,0,-0.0381015092,0,-0.0693545267,0,0
3.12,0,-0.0414779522,0,-0.0414779522,0,0
3.125,0,-0.044963561,0,-0.044963561,0,0
3.13,0,-0.0523160808,0,-0.0523160808,0,0
3.135,0,-0.064932473,0,-0.064932473,0,0
3.14,0,-0.064932473,0,-0.0775488615,0,0
3.145,0,-0.064932473,0,-0.0901652575,0,0
3.15,0,-0.064932473,0,-0.102781646,0,0
3.155,0,-0.064932473,0,-0.115398042,0,0
3.16,0,-0.0750882775,0,-0.0750882775,0,0
3.165,0,-0.0799645185,0,-0.0799645185,0,0
3.17,0,-0.0799645185,0,-0.0848407596,0,0
3.175,0,-0.0799645185,0,-0.0897170007,0,0
3.18,0,-0.093041569,0,-0.093041569,0,0
3.185,0,-0.0997642279,0,-0.0997642279,0,0
3.19,0,-0.108156316,0,-0.108156316,0,0
3.195,0,-0.108156316,0,-0.116548404,0,0
3.2,0,-0.120967761,0,-0.120967761,0,0
3.205,0,-0.126853913,0,-0.126853913,0,0
3.21,0,-0.126853913,0,-0.132740065,0,0
3.215,0,-0.126853913,0,-0.138626218,0,0
3.22,0,-0.140645802,0,-0.140645802,0,0
3.225,0,-0.145126551,0,-0.145126551,0,0
3.23,0,-0.145126551,0,-0.149607301,0,0
3.235,0,-0.145126551,0,-0.15408805,0,0
3.24,0,-0.156991199,0,-0.156991199,0,0
3.245,0,-0.16636166,0,-0.16636166,0,0
3.25,0,-0.16636166,0,-0.175732121,0,0
3.255,0,-0.16636166,0,-0.185102582,0,0
3.26,0,-0.176164493,0,-0.176164493,0,0
3.265,0,-0.187591344,0,-0.187591344,0,0
3.27,0,-0.187591344,0,-0.199018195,0,0
3.275,0,-0.187591344,0,-0.210445046,0,0
3.28,0,-0.195384711,0,-0.195384711,0,0
3.285,0,-0.204070374,0,-0.204070374,0,0
3.29,0,-0.204070374,0,-0.212756038,0,0
3.295,0,-0.204070374,0,-0.221441701,0,0
3.3,0,-0.208906382,0,-0.208906382,0,0
3.305,0,-0.223696172,0,-0.223696172,0,0
3.31,0,-0.223696172,0,-0.238485962,0,0
3.315,0,-0.223696172,0,-0.253275752,0,0
3.32,0,-0.226925254,0,-0.226925254,0,0
3.325,0,-0.232586965,0,-0.232586965,0,0
3.33,0,-0.245028108,0,-0.245028108,0,0
3.335,0,-0.245028108,0,-0.257469267,0,0
3.34,0,-0.26079756,0,-0.26079756,0,0
3.345,0,-0.26079756,0,-0.268682271,0,0
3.35,0,-0.26079756,0,-0.276567012,0,0
3.355,0,-0.26079756,0,-0.284451723,0,0
3.36,0,-0.273564726,0,-0.273564726,0,0
3.365,0,-0.274686009,0,-0.274686009,0,0
3.37,0,-0.274686009,0,-0.275807291,0,0
3.375,0,-0.274686009,0,-0.276928574,0,0
3.38,0,-0.292491168,0,-0.292491168,0,0
3.385,0,-0.303505123,0,-0.303505123,0,0
3.39,0,-0.303505123,0,-0.314519078,0,0
3.395,0,-0.303505123,0,-0.325533032,0,0
3.4,0,-0.315488845,0,-0.315488845,0,0
3.405,0,-0.315488845,0,-0.319483429,0,0
3.41,0,-0.315488845,0,-0.323477983,0,0
3.415,0,-0.315488845,0,-0.327472568,0,0
3.42,0,-0.311576396,0,-0.311576396,0,0
3.425,0,-0.311576396,0,-0.310598284,0,0
3.43,0,-0.311576396,0,-0.309620172,0,0
3.435,0,-0.311576396,0,-0.30864206,0,0
3.44,0,-0.311576396,0,-0.307663947,0,0
3.445,0,-0.311576396,0,-0.306685835,0,0
3.45,0,-0.311576396,0,-0.305707723,0,0
3.455,0,-0.311576396,0,-0.304729611,0,0
3.46,0,-0.311576396,0,-0.303751498,0,0
3.465,0,-0.311576396,0,-0.302773386,0,0
3.47,0,-0.311576396,0,-0.301795274,0,0
3.475,0,-0.311576396,0,-0.300817162,0,0
3.48,0,-0.311576396,0,-0.29983905,0,0
3.485,0,-0.311576396,0,-0.298860937,0,0
3.49,0,-0.311576396,0,-0.297882825,0,0
3.495,0,-0.311576396,0,-0.296904713,0,0
3.5,0,-0.311576396,0,-0.295926601,0,0
3.505,0,-0.311576396,0,-0.294948488,0,0
3.51,0,-0.311576396,0,-0.293970376,0,0
3.515,0,-0.311576396,0,-0.292992264,0,0
3.52,0,-0.311576396,0,-0.292014152,0,0
3.525,0,-0.311576396,0,-0.29103604,0,0
3.53,0,-0.311576396,0,-0.290057927,0,0
3.535,0,-0.311576396,0,-0.289079815,0,0
3.54,0,-0.311576396,0,-0.288101703,0,0
3.545,0,-0.311576396,0,-0.287123591,0,0
3.55,0,-0.311576396,0,-0.286145478,0,0
3.555,0,-0.311576396,0,-0.285167366,0,0
