time_s,Mux_Trajectory_X_4_
2.245,0
2.25,0.311374068
2.255,0.311374068
2.26,0.311374068
2.265,0.311374068
2.27,0.311221719
2.275,0.311238468
2.28,0.311063081
2.285,0.310887694
2.29,0.310592264
2.295,0.310705662
2.3,0.31081906
2.305,0.310932457
2.31,0.310955465
2.315,0.310888678
2.32,0.310821891
2.325,0.310755104
2.33,0.310688317
2.335,0.31062153
2.34,0.310890287
2.345,0.310777307
2.35,0.310618103
2.355,0.309077561
2.36,0.308548599
2.365,0.308019638
2.37,0.307490677
2.375,0.306961715
2.38,0.307962805
2.385,0.307816356
2.39,0.307669908
2.395,0.307523459
2.4,0.307794541
2.405,0.307933688
2.41,0.307841957
2.415,0.307750225
2.42,0.308346748
2.425,0.30806002
2.43,0.307773292
2.435,0.307486564
2.44,0.308311075
2.445,0.308766246
2.45,0.309221417
2.455,0.309676588
2.46,0.308913499
2.465,0.306787491
2.47,0.304661483
2.475,0.302535474
2.48,0.309895992
2.485,0.310717165
2.49,0.311538339
2.495,0.312359512
2.5,0.307543188
2.505,0.307278275
2.51,0.307013363
2.515,0.30674845
2.52,0.304723561
2.525,0.301745355
2.53,0.298767149
2.535,0.295788944
2.54,0.301323742
2.545,0.298943967
2.55,0.301009387
2.555,0.303074807
2.56,0.301449388
2.565,0.301669389
2.57,0.30188939
2.575,0.30210939
2.58,0.298656642
2.585,0.293602407
2.59,0.288548172
2.595,0.283493936
2.6,0.291998684
2.605,0.289189965
2.61,0.286611795
2.615,0.284033626
2.62,0.279923826
2.625,0.277319282
2.63,0.274714738
2.635,0.272110194
2.64,0.276641548
2.645,0.272510201
2.65,0.268378854
2.655,0.264247507
2.66,0.264665872
2.665,0.259063751
2.67,0.253461629
2.675,0.247859508
2.68,0.256622612
2.685,0.252072096
2.69,0.247521579
2.695,0.242971063
2.7,0.249982655
2.705,0.243783131
2.71,0.237583607
2.715,0.231384084
2.72,0.22518456
2.725,0.218985036
2.73,0.240068108
2.735,0.232810527
2.74,0.225552946
2.745,0.218295366
2.75,0.227807507
2.755,0.219610438
2.76,0.211413369
2.765,0.203216299
2.77,0.215847149
2.775,0.206173539
2.78,0.196499929
2.785,0.186826319
2.79,0.202212557
2.795,0.191661328
2.8,0.181110099
2.805,0.17055887
2.81,0.193344951
2.815,0.189218834
2.82,0.185092717
2.825,0.180966601
2.83,0.182430953
2.835,0.174732685
2.84,0.167034417
2.845,0.15933615
2.85,0.168013722
2.855,0.162228018
2.86,0.156442314
2.865,0.150656611
2.87,0.158379629
2.875,0.149278089
2.88,0.14017655
2.885,0.13107501
2.89,0.144544363
2.895,0.139307767
2.9,0.134071171
2.905,0.128834575
2.91,0.130527541
2.915,0.126241773
2.92,0.121956006
2.925,0.117670238
2.93,0.109842941
2.935,0.109787218
2.94,0.0978528783
2.945,0.0859185383
2.95,0.0923150256
2.955,0.0797400177
2.96,0.0671650097
2.965,0.0545900017
2.97,0.0748393536
2.975,0.0651483238
2.98,0.055457294
2.985,0.0457662642
2.99,0.0603798255
2.995,0.0462666117
3,0.0321533978
3.005,0.0180401839
3.01,0.0432794206
3.015,0.0338384546
3.02,0.0243974887
3.025,0.0149565227
3.03,0.0201354325
3.035,0.0141360713
3.04,0.00813671015
3.045,0.00213734899
3.05,0.000870000513
3.055,-0.00552237732
3.06,-0.0119147552
3.065,-0.0183071326
3.07,-0.0166824032
3.075,-0.0163677502
3.08,-0.0160530973
3.085,-0.0157384444
3.09,-0.0302882548
3.095,-0.0381015092
3.1,-0.0459147654
3.105,-0.053728018
3.11,-0.0615412742
3.115,-0.0693545267
3.12,-0.0414779522
3.125,-0.044963561
3.13,-0.0523160808
3.135,-0.064932473
3.14,-0.0775488615
3.145,-0.0901652575
3.15,-0.102781646
3.155,-0.115398042
3.16,-0.0750882775
3.165,-0.0799645185
3.17,-0.0848407596
3.175,-0.0897170007
3.18,-0.093041569
3.185,-0.0997642279
3.19,-0.108156316
3.195,-0.116548404
3.2,-0.120967761
3.205,-0.126853913
3.21,-0.132740065
3.215,-0.138626218
3.22,-0.140645802
3.225,-0.145126551
3.23,-0.149607301
3.235,-0.15408805
3.24,-0.156991199
3.245,-0.16636166
3.25,-0.175732121
3.255,-0.185102582
3.26,-0.176164493
3.265,-0.187591344
3.27,-0.199018195
3.275,-0.210445046
3.28,-0.195384711
3.285,-0.204070374
3.29,-0.212756038
3.295,-0.221441701
3.3,-0.208906382
3.305,-0.223696172
3.31,-0.238485962
3.315,-0.253275752
3.32,-0.226925254
3.325,-0.232586965
3.33,-0.245028108
3.335,-0.257469267
3.34,-0.26079756
3.345,-0.268682271
3.35,-0.276567012
3.355,-0.284451723
3.36,-0.273564726
3.365,-0.274686009
3.37,-0.275807291
3.375,-0.276928574
3.38,-0.292491168
3.385,-0.303505123
3.39,-0.314519078
3.395,-0.325533032
3.4,-0.315488845
3.405,-0.319483429
3.41,-0.323477983
3.415,-0.327472568
3.42,-0.311576396
3.425,-0.310598284
3.43,-0.309620172
3.435,-0.30864206
3.44,-0.307663947
3.445,-0.306685835
3.45,-0.305707723
3.455,-0.304729611
3.46,-0.303751498
3.465,-0.302773386
3.47,-0.301795274
3.475,-0.300817162
3.48,-0.29983905
3.485,-0.298860937
3.49,-0.297882825
3.495,-0.296904713
3.5,-0.295926601
3.505,-0.294948488
3.51,-0.293970376
3.515,-0.292992264
3.52,-0.292014152
3.525,-0.29103604
3.53,-0.290057927
3.535,-0.289079815
3.54,-0.288101703
3.545,-0.287123591
3.55,-0.286145478
3.555,-0.285167366
3.56,-0.284189254
3.565,-0.283211142
3.57,-0.28223303
3.575,-0.281254917
3.58,-0.280276805
3.585,-0.279298693
3.59,-0.278320581
3.595,-0.277342469
3.6,-0.276364356
3.605,-0.275386244
3.61,-0.274408132
3.615,-0.27343002
3.62,-0.272451907
3.625,-0.271473795
3.63,-0.270495683
3.635,-0.269517571
3.64,-0.268539459
3.645,-0.267561346
3.65,-0.266583234
3.655,-0.265605122
3.66,-0.26462701
3.665,-0.263648897
3.67,-0.262670785
3.675,-0.261692673
3.68,-0.260714561
3.685,-0.259736449
3.69,-0.258758336
3.695,-0.257780224
3.7,-0.256802112
3.705,-0.255824
3.71,-0.254845887
3.715,-0.253867775
3.72,-0.252889663
3.725,-0.251911551
3.73,-0.250933439
3.735,-0.249955326
3.74,-0.248977214
3.745,-0.247999102
3.75,-0.24702099
3.755,-0.246042877
3.76,-0.245064765
3.765,-0.244086653
3.77,-0.243108541
3.775,-0.242130429
3.78,-0.241152316
3.785,-0.240174204
3.79,-0.239196092
3.795,-0.23821798
3.8,-0.237239867
3.805,-0.236261755
3.81,-0.235283643
3.815,-0.234305531
3.82,-0.233327419
3.825,-0.232349306
3.83,-0.231371194
3.835,-0.230393082
3.84,-0.22941497
3.845,-0.228436857
3.85,-0.227458745
3.855,-0.226480633
3.86,-0.225502521
3.865,-0.224524409
3.87,-0.223546296
3.875,-0.222568184
3.88,-0.221590072
3.885,-0.22061196
3.89,-0.219633847
3.895,-0.218655735
3.9,-0.217677623
3.905,-0.216699511
3.91,-0.215721399
3.915,-0.214743286
3.92,-0.213765174
3.925,-0.212787062
3.93,-0.21180895
3.935,-0.210830837
3.94,-0.209852725
3.945,-0.208874613
3.95,-0.207896501
3.955,-0.206918389
3.96,-0.205940276
3.965,-0.204962164
3.97,-0.203984052
3.975,-0.20300594
3.98,-0.202027828
3.985,-0.201049715
3.99,-0.200071603
3.995,-0.199093491
4,-0.198115379
4.005,-0.197137266
4.01,-0.196159154
4.015,-0.195376664
4.02,-0.19420293
4.025,-0.193224818
4.03,-0.192246705
4.035,-0.191268593
4.04,-0.190290481
4.045,-0.189312369
4.05,-0.188334256
4.055,-0.187551767
4.06,-0.186378032
4.065,-0.18539992
4.07,-0.184421808
4.075,-0.183443695
4.08,-0.182465583
4.085,-0.181487471
4.09,-0.180509359
4.095,-0.179726869
4.1,-0.178553134
4.105,-0.177575022
4.11,-0.17659691
4.115,-0.175618798
4.12,-0.174640685
4.125,-0.173662573
4.13,-0.172684461
4.135,-0.171706349
4.14,-0.170728236
4.145,-0.169750124
4.15,-0.168772012
4.155,-0.1677939
4.16,-0.166815788
4.165,-0.165837675
4.17,-0.164859563
4.175,-0.163881451
4.18,-0.162903339
4.185,-0.161925226
4.19,-0.160947114
4.195,-0.159969002
4.2,-0.15899089
4.205,-0.158012778
4.21,-0.157034665
4.215,-0.156056553
4.22,-0.155078441
4.225,-0.154100329
4.23,-0.153122216
4.235,-0.152144104
4.24,-0.151165992
4.245,-0.15018788
4.25,-0.149209768
4.255,-0.148231655
4.26,-0.147253543
4.265,-0.146275431
4.27,-0.145297319
4.275,-0.144319206
4.28,-0.143341094
4.285,-0.142362982
4.29,-0.14138487
4.295,-0.140406758
4.3,-0.139428645
4.305,-0.138450533
4.31,-0.137472421
4.315,-0.136494309
4.32,-0.135516196
4.325,-0.134538084
4.33,-0.133559972
4.335,-0.13258186
4.34,-0.131603748
4.345,-0.130625635
4.35,-0.129647523
4.355,-0.128669411
4.36,-0.127691299
4.365,-0.126713187
4.37,-0.125735074
4.375,-0.124756962
4.38,-0.123778857
4.385,-0.122800745
4.39,-0.121822618
4.395,-0.120844506
4.4,-0.119866394
4.405,-0.118888289
4.41,-0.117910177
4.415,-0.116932064
4.42,-0.115953952
4.425,-0.11497584
4.43,-0.113997728
4.435,-0.113019615
4.44,-0.112041511
4.445,-0.111063398
4.45,-0.110085286
4.455,-0.109107174
4.46,-0.108129062
4.465,-0.10715095
4.47,-0.106172837
4.475,-0.105194725
4.48,-0.10421662
4.485,-0.103238478
4.49,-0.102260374
4.495,-0.101282261
4.5,-0.100304149
4.505,-0.0993260369
4.51,-0.0983479246
4.515,-0.0973698124
4.52,-0.0963917002
4.525,-0.095413588
4.53,-0.0944354832
4.535,-0.093457371
4.54,-0.0924792588
4.545,-0.0915011466
4.55,-0.0905230343
4.555,-0.0895449221
4.56,-0.0885668099
4.565,-0.0875887051
4.57,-0.0866105929
4.575,-0.0856324807
4.58,-0.0846543685
4.585,-0.0836762562
4.59,-0.082698144
4.595,-0.0817200318
4.6,-0.0807419196
4.605,-0.0797638148
4.61,-0.0787856728
4.615,-0.077807568
4.62,-0.0768294558
4.625,-0.0758513436
4.63,-0.0748732314
4.635,-0.0738951191
4.64,-0.0729170069
4.645,-0.0719388947
4.65,-0.0709607825
4.655,-0.0699826777
4.66,-0.0690045655
4.665,-0.0680264533
4.67,-0.067048341
4.675,-0.0660702288
4.68,-0.0650921166
4.685,-0.0641140044
4.69,-0.0631358996
4.695,-0.0621577837
4.7,-0.0611796752
4.705,-0.0602015629
4.71,-0.0592234507
4.715,-0.0582453385
4.72,-0.05726723
4.725,-0.0562891178
4.73,-0.0553110056
4.735,-0.054332871
4.74,-0.0533547588
4.745,-0.0523766465
4.75,-0.0513985381
4.755,-0.0504204258
4.76,-0.0494423136
4.765,-0.0484642014
4.77,-0.0474860929
4.775,-0.0465079807
4.78,-0.0455298685
4.785,-0.0445517562
4.79,-0.0435736477
4.795,-0.0425955355
4.8,-0.0416174233
4.805,-0.0406393148
4.81,-0.0396612026
4.815,-0.0386830904
4.82,-0.0377049781
4.825,-0.0367268696
4.83,-0.0357487574
4.835,-0.0347706452
4.84,-0.033792533
4.845,-0.0328144245
4.85,-0.0318363123
4.855,-0.0308582
4.86,-0.0298800655
4.865,-0.0289019533
4.87,-0.0279238429
4.875,-0.0269457307
4.88,-0.0259676203
4.885,-0.0249895081
4.89,-0.0240113977
4.895,-0.0230332855
4.9,-0.0220551752
4.905,-0.0210770629
4.91,-0.0200989526
4.915,-0.0191208404
4.92,-0.01814273
4.925,-0.0171646196
4.93,-0.0161865074
4.935,-0.0152083961
4.94,-0.0142302848
4.945,-0.0132521736
4.95,-0.0122740623
4.955,-0.011295951
4.96,-0.0103178397
4.965,-0.00933972839
4.97,-0.0083616171
4.975,-0.00738350581
4.98,-0.00640539452
4.985,-0.00542725995
4.99,-0.00444914866
4.995,-0.00347103737
5,-0.00249292608
5.005,-0.00151481479
5.01,-0.000536703505
5.015,0.000441407785
5.02,0.00141951907
5.025,0.00239763036
5.03,0.00337574165
5.035,0.00435385294
5.04,0.00533196423
5.045,0.00631007552
5.05,0.00728818681
5.055,0.0082662981
5.06,0.00924440939
5.065,0.0102225207
5.07,0.011200632
5.075,0.0121787433
5.08,0.0131568545
5.085,0.0141349658
5.09,0.0151130771
5.095,0.0160911884
5.1,0.0170692988
5.105,0.018047411
5.11,0.0190255456
5.115,0.0200036578
5.12,0.0209817681
5.125,0.0219598804
5.13,0.0229379907
5.135,0.0239161029
5.14,0.0248942133
5.145,0.0258723255
5.15,0.0268504359
5.155,0.0278285481
5.16,0.0288066585
5.165,0.0297847707
5.17,0.030762881
5.175,0.0317409933
5.18,0.0327191018
5.185,0.033697214
5.19,0.0346753262
5.195,0.0356534384
5.2,0.0366315469
5.205,0.0376096591
5.21,0.0385877714
5.215,0.0395658836
5.22,0.0405439921
5.225,0.0415221043
5.23,0.0425002165
5.235,0.0434783511
5.24,0.0444564633
5.245,0.0454345755
5.25,0.046412684
5.255,0.0473907962
5.26,0.0483689085
5.265,0.0493470207
5.27,0.0503251292
5.275,0.0513032414
5.28,0.0522813536
5.285,0.0532594658
5.29,0.0542375743
5.295,0.0552156866
5.3,0.0561937988
5.305,0.0571719073
5.31,0.0581500195
5.315,0.0591281317
5.32,0.0601062439
5.325,0.0610843524
5.33,0.0620624647
5.335,0.0630405769
5.34,0.0640186891
5.345,0.0649968013
5.35,0.0659749135
5.355,0.0669530183
5.36,0.0679311603
5.365,0.0689092651
5.37,0.0698873773
5.375,0.0708654895
5.38,0.0718436018
5.385,0.072821714
5.39,0.0737998262
5.395,0.0747779384
5.4,0.0757560506
5.405,0.0767341554
5.41,0.0777122676
5.415,0.0786903799
5.42,0.0796684921
5.425,0.0806466267
5.43,0.0816247165
5.435,0.0826028511
5.44,0.0835809335
5.445,0.0845590755
5.45,0.085537158
5.455,0.0865152925
5.46,0.0874933824
5.465,0.088471517
5.47,0.0894496068
5.475,0.0904277414
5.48,0.0914058238
5.485,0.0923839658
5.49,0.0933620483
5.495,0.0943401828
5.5,0.0953182727
5.505,0.0962964073
5.51,0.0972744972
5.515,0.0982526317
5.52,0.0992307141
5.525,0.100208856
5.53,0.101186939
5.535,0.102165073
5.54,0.103143163
5.545,0.104121298
5.55,0.105099432
5.555,0.106077522
5.56,0.107055657
5.565,0.108033739
5.57,0.109011881
5.575,0.109989963
5.58,0.110968098
5.585,0.111946188
5.59,0.112924322
5.595,0.113902412
5.6,0.114880547
5.605,0.115858629
5.61,0.116836771
5.615,0.117814854
5.62,0.118792988
5.625,0.119771078
5.63,0.120749213
5.635,0.121727303
5.64,0.122705437
5.645,0.12368352
5.65,0.124661662
5.655,0.125639752
5.66,0.126617879
5.665,0.127595961
5.67,0.128574103
5.675,0.129552245
5.68,0.130530328
5.685,0.131508455
5.69,0.132486552
5.695,0.133464679
5.7,0.134442776
5.705,0.135420904
5.71,0.136398986
5.715,0.137377128
5.72,0.13835521
5.725,0.139333352
5.73,0.140311435
5.735,0.141289577
5.74,0.142267659
5.745,0.143245801
5.75,0.144223884
5.755,0.145202026
5.76,0.146180108
5.765,0.147158235
5.77,0.148136333
5.775,0.14911446
5.78,0.150092557
5.785,0.151070684
5.79,0.152048767
5.795,0.153026909
5.8,0.154005051
5.805,0.154983133
5.81,0.15596126
5.815,0.156939358
5.82,0.157917485
5.825,0.158895582
5.83,0.159873709
5.835,0.160851792
5.84,0.161829934
5.845,0.162808016
5.85,0.163786158
5.855,0.16476424
5.86,0.165742382
5.865,0.166720465
5.87,0.167698607
5.875,0.168676689
5.88,0.169654831
5.885,0.170632914
5.89,0.171611041
5.895,0.172589138
5.9,0.173567265
5.905,0.174545363
5.91,0.17552349
5.915,0.176501572
5.92,0.177479714
5.925,0.178457856
5.93,0.179435939
5.935,0.180414066
5.94,0.181392163
5.945,0.18237029
5.95,0.183348387
5.955,0.184326515
5.96,0.185304597
5.965,0.186282739
5.97,0.187260821
5.975,0.188238963
5.98,0.189217046
5.985,0.190195188
5.99,0.19117327
5.995,0.192151412
6,0.193129495
6.005,0.194107637
6.01,0.195085719
6.015,0.196063846
6.02,0.197041944
6.025,0.198020071
6.03,0.198998168
6.035,0.199976295
6.04,0.200954378
6.045,0.20193252
6.05,0.202910662
6.055,0.203888744
6.06,0.204866871
6.065,0.205844969
6.07,0.206823096
6.075,0.207801193
6.08,0.20877932
6.085,0.209757403
6.09,0.210735545
6.095,0.211713627
6.1,0.212691769
6.105,0.213669851
6.11,0.214647993
6.115,0.215626076
6.12,0.216604218
6.125,0.2175823
6.13,0.218560442
6.135,0.219538525
6.14,0.220516652
6.145,0.221494749
6.15,0.222472876
6.155,0.223450974
6.16,0.224429101
6.165,0.225407183
6.17,0.226385325
6.175,0.227363467
6.18,0.22834155
6.185,0.229319677
6.19,0.230297774
6.195,0.231275901
6.2,0.232253999
6.205,0.233232126
6.21,0.234210208
6.215,0.23518835
6.22,0.236166432
6.225,0.237144575
6.23,0.238122657
6.235,0.239100799
6.24,0.240078881
6.245,0.241057023
6.25,0.242035106
6.255,0.243013248
6.26,0.24399133
6.265,0.244969457
6.27,0.245947555
6.275,0.246925682
6.28,0.247903779
6.285,0.248881906
6.29,0.249859989
6.295,0.250838131
6.3,0.251816273
6.305,0.252794355
6.31,0.253772497
6.315,0.25475058
6.32,0.255728722
6.325,0.256706804
6.33,0.257684946
6.335,0.258663028
6.34,0.259641171
6.345,0.260619253
6.35,0.261597365
6.355,0.262575477
6.36,0.26355359
6.365,0.264531702
6.37,0.265509814
6.375,0.266487896
6.38,0.267466038
6.385,0.268444121
6.39,0.269422263
6.395,0.270400345
6.4,0.271378487
6.405,0.27235657
6.41,0.273334712
6.415,0.274312794
6.42,0.275290936
6.425,0.276269078
6.43,0.277247161
6.435,0.278225303
6.44,0.279203385
6.445,0.280181527
6.45,0.28115961
6.455,0.282137752
6.46,0.283115834
6.465,0.284093976
6.47,0.285072058
6.475,0.286050171
6.48,0.287028283
6.485,0.288006395
6.49,0.288984507
6.495,0.28996262
6.5,0.290940702
6.505,0.291918844
6.51,0.292896926
6.515,0.293875068
6.52,0.294853151
6.525,0.295831293
6.53,0.296809375
6.535,0.297787517
6.54,0.2987656
6.545,0.299743742
6.55,0.300721884
6.555,0.301699966
6.56,0.302678108
6.565,0.303656191
6.57,0.304634333
6.575,0.305612415
6.58,0.306590557
6.585,0.30756864
6.59,0.308546782
6.595,0.309524864
6.6,0.310502976
6.605,0.311481088
6.61,0.312459201
6.615,0.313437313
6.62,0.314415425
6.625,0.315393507
6.63,0.31637165
6.635,0.317349732
6.64,0.318327874
6.645,0.319305956
6.65,0.320284098
6.655,0.321262181
6.66,0.322240323
6.665,0.323218405
6.67,0.324196547
6.675,0.325174689
6.68,0.326152772
6.685,0.327130914
6.69,0.328108996
6.695,0.329087138
6.7,0.330065221
6.705,0.331043363
6.71,0.332021445
6.715,0.332999587
6.72,0.333977669
6.725,0.334955782
6.73,0.335933894
6.735,0.336912006
6.74,0.337890118
6.745,0.338868231
6.75,0.339846313
6.755,0.340824455
6.76,0.341802537
6.765,0.342780679
6.77,0.343758762
6.775,0.344736904
6.78,0.345714986
6.785,0.346693128
6.79,0.347671211
6.795,0.348649353
6.8,0.349627495
6.805,0.350605577
6.81,0.351583719
6.815,0.352561802
6.82,0.353539944
6.825,0.354518026
6.83,0.355496168
6.835,0.356474251
6.84,0.357452393
6.845,0.358430475
6.85,0.359408587
6.855,0.360386699
6.86,0.361364812
6.865,0.362342924
6.87,0.363321036
6.875,0.364299119
6.88,0.365277261
6.885,0.366255343
6.89,0.367233485
6.895,0.368211567
6.9,0.369189709
6.905,0.370167792
6.91,0.371145934
6.915,0.372124016
6.92,0.373102158
6.925,0.3740803
6.93,0.375058383
6.935,0.376036525
6.94,0.377014607
6.945,0.377992749
6.95,0.378970832
6.955,0.379948974
6.96,0.380927056
6.965,0.381905198
6.97,0.382883281
6.975,0.383861393
6.98,0.384839505
6.985,0.385817617
6.99,0.386795729
6.995,0.387773842
7,0.388751924
7.005,0.389730066
7.01,0.390708148
7.015,0.391686291
7.02,0.392664373
7.025,0.393642515
7.03,0.394620597
7.035,0.395598739
7.04,0.396576822
7.045,0.397554964
7.05,0.398533106
7.055,0.399511188
7.06,0.40048933
7.065,0.401467413
7.07,0.402445555
7.075,0.403423637
7.08,0.404401779
7.085,0.405379862
7.09,0.406358004
7.095,0.407336086
7.1,0.408314198
7.105,0.40929231
7.11,0.410270423
7.115,0.411248535
7.12,0.412226647
7.125,0.41320473
7.13,0.414182872
7.135,0.415160954
7.14,0.416139096
7.145,0.417117178
7.15,0.41809532
7.155,0.419073403
7.16,0.420051545
7.165,0.421029627
7.17,0.422007769
7.175,0.422985911
7.18,0.423963994
7.185,0.424942136
7.19,0.425920218
7.195,0.42689836
7.2,0.427876443
7.205,0.428854585
7.21,0.429832667
7.215,0.430810809
7.22,0.431788892
7.225,0.432767004
7.23,0.433745116
7.235,0.434723228
7.24,0.43570134
7.245,0.436679453
7.25,0.437657535
7.255,0.438635677
7.26,0.43961376
7.265,0.440591902
7.27,0.441569984
7.275,0.442548126
7.28,0.443526208
7.285,0.44450435
7.29,0.445482433
7.295,0.446460575
7.3,0.447438717
7.305,0.448416799
7.31,0.449394941
7.315,0.450373024
7.32,0.451351166
7.325,0.452329248
7.33,0.45330739
7.335,0.454285473
7.34,0.455263615
7.345,0.456241697
7.35,0.457219809
7.355,0.458197922
7.36,0.459176034
7.365,0.460154146
7.37,0.461132258
7.375,0.462110341
7.38,0.463088483
7.385,0.464066565
7.39,0.465044707
7.395,0.466022789
7.4,0.467000932
7.405,0.467979014
7.41,0.468957156
7.415,0.469935238
7.42,0.47091338
7.425,0.471891522
7.43,0.472869664
7.435,0.473847687
7.44,0.474825829
7.445,0.475803971
7.45,0.476782084
7.455,0.477760136
7.46,0.478738278
7.465,0.47971642
7.47,0.480694532
7.475,0.481672585
7.48,0.482650727
7.485,0.483628839
7.49,0.484606981
7.495,0.485585034
7.5,0.486563146
7.505,0.487541288
7.51,0.48851943
7.515,0.489497483
7.52,0.490475595
7.525,0.491453737
7.53,0.492431879
7.535,0.493409902
7.54,0.494388044
7.545,0.495366186
7.55,0.496344328
7.555,0.49732247
7.56,0.498300493
7.565,0.499278635
7.57,0.500256777
