time_s,Mux1_2_
2.25,-0.298777968
2.255,-0.298777968
2.26,-0.298777968
2.265,-0.298777968
2.27,-0.298912674
2.275,-0.298784673
2.28,-0.298882782
2.285,-0.298882782
2.29,-0.298985422
2.295,-0.298687667
2.3,-0.298687667
2.305,-0.298687667
2.31,-0.298842996
2.315,-0.298854828
2.32,-0.298854828
2.325,-0.298854828
2.33,-0.298854828
2.335,-0.298854828
2.34,-0.2988756
2.345,-0.298773557
2.35,-0.298562974
2.355,-0.299139708
2.36,-0.299522191
2.365,-0.299522191
2.37,-0.299522191
2.375,-0.299522191
2.38,-0.299775779
2.385,-0.299775779
2.39,-0.299775779
2.395,-0.299775779
2.4,-0.30002299
2.405,-0.299854875
2.41,-0.299935699
2.415,-0.299935699
2.42,-0.299528122
2.425,-0.299579561
2.43,-0.299579561
2.435,-0.299579561
2.44,-0.299581438
2.445,-0.299246877
2.45,-0.299246877
2.455,-0.299246877
2.46,-0.299127549
2.465,-0.300547749
2.47,-0.300547749
2.475,-0.300547749
2.48,-0.299453944
2.485,-0.298633605
2.49,-0.298633605
2.495,-0.298633605
2.5,-0.298759192
2.505,-0.298497975
2.51,-0.298497975
2.515,-0.298497975
2.52,-0.29875055
2.525,-0.298879623
2.53,-0.298879623
2.535,-0.298879623
2.54,-0.299160957
2.545,-0.301402211
2.55,-0.300019652
2.555,-0.300019652
2.56,-0.299124956
2.565,-0.299124956
2.57,-0.299124956
2.575,-0.299124956
2.58,-0.299695432
2.585,-0.299300045
2.59,-0.299300045
2.595,-0.299300045
2.6,-0.298832297
2.605,-0.299310297
2.61,-0.299449027
2.615,-0.299449027
2.62,-0.299026489
2.625,-0.298097432
2.63,-0.298097432
2.635,-0.298097432
2.64,-0.296924144
2.645,-0.298674762
2.65,-0.298674762
2.655,-0.298674762
2.66,-0.298875004
2.665,-0.298677504
2.67,-0.298677504
2.675,-0.298677504
2.68,-0.299159974
2.685,-0.299190611
2.69,-0.299190611
2.695,-0.299190611
2.7,-0.298714697
2.705,-0.298138976
2.71,-0.298138976
2.715,-0.298138976
2.72,-0.298138976
2.725,-0.298138976
2.73,-0.298278481
2.735,-0.298042536
2.74,-0.298042536
2.745,-0.298042536
2.75,-0.299042374
2.755,-0.298695803
2.76,-0.298695803
2.765,-0.298695803
2.77,-0.298425943
2.775,-0.298088163
2.78,-0.298088163
2.785,-0.298088163
2.79,-0.299108088
2.795,-0.300201476
2.8,-0.300201476
2.805,-0.300201476
2.81,-0.298434108
2.815,-0.298744172
2.82,-0.298744172
2.825,-0.298744172
2.83,-0.299467683
2.835,-0.30155772
2.84,-0.30155772
2.845,-0.30155772
2.85,-0.301694125
2.855,-0.302046597
2.86,-0.302046597
2.865,-0.302046597
2.87,-0.299771786
2.875,-0.300994962
2.88,-0.300994962
2.885,-0.300994962
2.89,-0.299451232
2.895,-0.299715072
2.9,-0.299715072
2.905,-0.299715072
2.91,-0.300506145
2.915,-0.300686747
2.92,-0.300686747
2.925,-0.300686747
2.93,-0.303203404
2.935,-0.301245093
2.94,-0.302021027
2.945,-0.302021027
2.95,-0.301914275
2.955,-0.302079529
2.96,-0.302079529
2.965,-0.302079529
2.97,-0.30089277
2.975,-0.298208773
2.98,-0.298208773
2.985,-0.298208773
2.99,-0.297344714
2.995,-0.297903508
3,-0.297903508
3.005,-0.297903508
3.01,-0.297016472
3.015,-0.297946095
3.02,-0.297946095
3.025,-0.297946095
3.03,-0.298612803
3.035,-0.298792601
3.04,-0.298792601
3.045,-0.298792601
3.05,-0.299542367
3.055,-0.299937725
3.06,-0.299937725
3.065,-0.299937725
3.07,-0.300377071
3.075,-0.298827142
3.08,-0.298827142
3.085,-0.298827142
3.09,-0.299846709
3.095,-0.300232112
3.1,-0.300232112
3.105,-0.300232112
3.11,-0.300232112
3.115,-0.300232112
3.12,-0.297642142
3.125,-0.297144264
3.13,-0.297874749
3.135,-0.298954159
3.14,-0.298954159
3.145,-0.298954159
3.15,-0.298954159
3.155,-0.298954159
3.16,-0.299237877
3.165,-0.299250573
3.17,-0.299250573
3.175,-0.299250573
3.18,-0.300042033
3.185,-0.300321043
3.19,-0.301303893
3.195,-0.301303893
3.2,-0.302029431
3.205,-0.302025825
3.21,-0.302025825
3.215,-0.302025825
3.22,-0.302142292
3.225,-0.301692784
3.23,-0.301692784
3.235,-0.301692784
3.24,-0.300631672
3.245,-0.30168286
3.25,-0.30168286
3.255,-0.30168286
3.26,-0.300556511
3.265,-0.300812691
3.27,-0.300812691
3.275,-0.300812691
3.28,-0.297940731
3.285,-0.297665149
3.29,-0.297665149
3.295,-0.297665149
3.3,-0.294751614
3.305,-0.297361284
3.31,-0.297361284
3.315,-0.297361284
3.32,-0.296947151
3.325,-0.296768159
3.33,-0.296842098
3.335,-0.296842098
3.34,-0.297278166
3.345,-0.297278166
3.35,-0.297278166
3.355,-0.297278166
3.36,-0.29534784
3.365,-0.2935718
3.37,-0.2935718
3.375,-0.2935718
3.38,-0.292641342
3.385,-0.292964637
3.39,-0.292964637
3.395,-0.292964637
3.4,-0.294336498
3.405,-0.294336498
3.41,-0.294336498
3.415,-0.294336498
3.42,-0.291648775
3.425,-0.291648775
3.43,-0.291648775
3.435,-0.291648775
3.44,-0.291648775
3.445,-0.291648775
3.45,-0.291648775
3.455,-0.291648775
3.46,-0.291648775
3.465,-0.291648775
3.47,-0.291648775
3.475,-0.291648775
3.48,-0.291648775
3.485,-0.291648775
3.49,-0.291648775
3.495,-0.291648775
3.5,-0.291648775
3.505,-0.291648775
3.51,-0.291648775
3.515,-0.291648775
3.52,-0.291648775
3.525,-0.291648775
3.53,-0.291648775
3.535,-0.291648775
3.54,-0.291648775
3.545,-0.291648775
3.55,-0.291648775
3.555,-0.291648775
3.56,-0.291648775
3.565,-0.291648775
3.57,-0.291648775
3.575,-0.291648775
3.58,-0.291648775
3.585,-0.291648775
3.59,-0.291648775
3.595,-0.291648775
3.6,-0.291648775
3.605,-0.291648775
3.61,-0.291648775
3.615,-0.291648775
3.62,-0.291648775
3.625,-0.291648775
3.63,-0.291648775
3.635,-0.291648775
3.64,-0.291648775
3.645,-0.291648775
3.65,-0.291648775
3.655,-0.291648775
3.66,-0.291648775
3.665,-0.291648775
3.67,-0.291648775
3.675,-0.291648775
3.68,-0.291648775
3.685,-0.291648775
3.69,-0.291648775
3.695,-0.291648775
3.7,-0.291648775
3.705,-0.291648775
3.71,-0.291648775
3.715,-0.291648775
3.72,-0.291648775
3.725,-0.291648775
3.73,-0.291648775
3.735,-0.291648775
3.74,-0.291648775
3.745,-0.291648775
3.75,-0.291648775
3.755,-0.291648775
3.76,-0.291648775
3.765,-0.291648775
3.77,-0.291648775
3.775,-0.291648775
3.78,-0.291648775
3.785,-0.291648775
3.79,-0.291648775
3.795,-0.291648775
3.8,-0.291648775
3.805,-0.291648775
3.81,-0.291648775
3.815,-0.291648775
3.82,-0.291648775
3.825,-0.291648775
3.83,-0.291648775
3.835,-0.291648775
3.84,-0.291648775
3.845,-0.291648775
3.85,-0.291648775
3.855,-0.291648775
3.86,-0.291648775
3.865,-0.291648775
3.87,-0.291648775
3.875,-0.291648775
3.88,-0.291648775
3.885,-0.291648775
3.89,-0.291648775
3.895,-0.291648775
3.9,-0.291648775
3.905,-0.291648775
3.91,-0.291648775
3.915,-0.291648775
3.92,-0.291648775
3.925,-0.291648775
3.93,-0.291648775
3.935,-0.291648775
3.94,-0.291648775
3.945,-0.291648775
3.95,-0.291648775
3.955,-0.291648775
3.96,-0.291648775
3.965,-0.291648775
3.97,-0.291648775
3.975,-0.291648775
3.98,-0.291648775
3.985,-0.291648775
3.99,-0.291648775
3.995,-0.291648775
4,-0.291648775
4.005,-0.291648775
4.01,-0.291648775
4.015,-0.291648775
4.02,-0.291648775
4.025,-0.291648775
4.03,-0.291648775
4.035,-0.291648775
4.04,-0.291648775
4.045,-0.291648775
4.05,-0.291648775
4.055,-0.291648775
4.06,-0.291648775
4.065,-0.291648775
4.07,-0.291648775
4.075,-0.291648775
4.08,-0.291648775
4.085,-0.291648775
4.09,-0.291648775
4.095,-0.291648775
4.1,-0.291648775
4.105,-0.291648775
4.11,-0.291648775
4.115,-0.291648775
4.12,-0.291648775
4.125,-0.291648775
4.13,-0.291648775
4.135,-0.291648775
4.14,-0.291648775
4.145,-0.291648775
4.15,-0.291648775
4.155,-0.291648775
4.16,-0.291648775
4.165,-0.291648775
4.17,-0.291648775
4.175,-0.291648775
4.18,-0.291648775
4.185,-0.291648775
4.19,-0.291648775
4.195,-0.291648775
4.2,-0.291648775
4.205,-0.291648775
4.21,-0.291648775
4.215,-0.291648775
4.22,-0.291648775
4.225,-0.291648775
4.23,-0.291648775
4.235,-0.291648775
4.24,-0.291648775
4.245,-0.291648775
4.25,-0.291648775
4.255,-0.291648775
4.26,-0.291648775
4.265,-0.291648775
4.27,-0.291648775
4.275,-0.291648775
4.28,-0.291648775
4.285,-0.291648775
4.29,-0.291648775
4.295,-0.291648775
4.3,-0.291648775
4.305,-0.291648775
4.31,-0.291648775
4.315,-0.291648775
4.32,-0.291648775
4.325,-0.291648775
4.33,-0.291648775
4.335,-0.291648775
4.34,-0.291648775
4.345,-0.291648775
4.35,-0.291648775
4.355,-0.291648775
4.36,-0.291648775
4.365,-0.291648775
4.37,-0.291648775
4.375,-0.291648775
4.38,-0.291648775
4.385,-0.291648775
4.39,-0.291648775
4.395,-0.291648775
4.4,-0.291648775
4.405,-0.291648775
4.41,-0.291648775
4.415,-0.291648775
4.42,-0.291648775
4.425,-0.291648775
4.43,-0.291648775
4.435,-0.291648775
4.44,-0.291648775
4.445,-0.291648775
4.45,-0.291648775
4.455,-0.291648775
4.46,-0.291648775
4.465,-0.291648775
4.47,-0.291648775
4.475,-0.291648775
4.48,-0.291648775
4.485,-0.291648775
4.49,-0.291648775
4.495,-0.291648775
4.5,-0.291648775
4.505,-0.291648775
4.51,-0.291648775
4.515,-0.291648775
4.52,-0.291648775
4.525,-0.291648775
4.53,-0.291648775
4.535,-0.291648775
4.54,-0.291648775
4.545,-0.291648775
4.55,-0.291648775
4.555,-0.291648775
4.56,-0.291648775
4.565,-0.291648775
4.57,-0.291648775
4.575,-0.291648775
4.58,-0.291648775
4.585,-0.291648775
4.59,-0.291648775
4.595,-0.291648775
4.6,-0.291648775
4.605,-0.291648775
4.61,-0.291648775
4.615,-0.291648775
4.62,-0.291648775
4.625,-0.291648775
4.63,-0.291648775
4.635,-0.291648775
4.64,-0.291648775
4.645,-0.291648775
4.65,-0.291648775
4.655,-0.291648775
4.66,-0.291648775
4.665,-0.291648775
4.67,-0.291648775
4.675,-0.291648775
4.68,-0.291648775
4.685,-0.291648775
4.69,-0.291648775
4.695,-0.291648775
4.7,-0.291648775
4.705,-0.291648775
4.71,-0.291648775
4.715,-0.291648775
4.72,-0.291648775
4.725,-0.291648775
4.73,-0.291648775
4.735,-0.291648775
4.74,-0.291648775
4.745,-0.291648775
4.75,-0.291648775
4.755,-0.291648775
4.76,-0.291648775
4.765,-0.291648775
4.77,-0.291648775
4.775,-0.291648775
4.78,-0.291648775
4.785,-0.291648775
4.79,-0.291648775
4.795,-0.291648775
4.8,-0.291648775
4.805,-0.291648775
4.81,-0.291648775
4.815,-0.291648775
4.82,-0.291648775
4.825,-0.291648775
4.83,-0.291648775
4.835,-0.291648775
4.84,-0.291648775
4.845,-0.291648775
4.85,-0.291648775
4.855,-0.291648775
4.86,-0.291648775
4.865,-0.291648775
4.87,-0.291648775
4.875,-0.291648775
4.88,-0.291648775
4.885,-0.291648775
4.89,-0.291648775
4.895,-0.291648775
4.9,-0.291648775
4.905,-0.291648775
4.91,-0.291648775
4.915,-0.291648775
4.92,-0.291648775
4.925,-0.291648775
4.93,-0.291648775
4.935,-0.291648775
4.94,-0.291648775
4.945,-0.291648775
4.95,-0.291648775
4.955,-0.291648775
4.96,-0.291648775
4.965,-0.291648775
4.97,-0.291648775
4.975,-0.291648775
4.98,-0.291648775
4.985,-0.291648775
4.99,-0.291648775
4.995,-0.291648775
5,-0.291648775
5.005,-0.291648775
5.01,-0.291648775
5.015,-0.291648775
5.02,-0.291648775
5.025,-0.291648775
5.03,-0.291648775
5.035,-0.291648775
5.04,-0.291648775
5.045,-0.291648775
5.05,-0.291648775
5.055,-0.291648775
5.06,-0.291648775
5.065,-0.291648775
5.07,-0.291648775
5.075,-0.291648775
5.08,-0.291648775
5.085,-0.291648775
5.09,-0.291648775
5.095,-0.291648775
5.1,-0.291648775
5.105,-0.291648775
5.11,-0.291648775
5.115,-0.291648775
5.12,-0.291648775
5.125,-0.291648775
5.13,-0.291648775
5.135,-0.291648775
5.14,-0.291648775
5.145,-0.291648775
5.15,-0.291648775
5.155,-0.291648775
5.16,-0.291648775
5.165,-0.291648775
5.17,-0.291648775
5.175,-0.291648775
5.18,-0.291648775
5.185,-0.291648775
5.19,-0.291648775
5.195,-0.291648775
5.2,-0.291648775
5.205,-0.291648775
5.21,-0.291648775
5.215,-0.291648775
5.22,-0.291648775
5.225,-0.291648775
5.23,-0.291648775
5.235,-0.291648775
5.24,-0.291648775
5.245,-0.291648775
5.25,-0.291648775
5.255,-0.291648775
5.26,-0.291648775
5.265,-0.291648775
5.27,-0.291648775
5.275,-0.291648775
5.28,-0.291648775
5.285,-0.291648775
5.29,-0.291648775
5.295,-0.291648775
5.3,-0.291648775
5.305,-0.291648775
5.31,-0.291648775
5.315,-0.291648775
5.32,-0.291648775
5.325,-0.291648775
5.33,-0.291648775
5.335,-0.291648775
5.34,-0.291648775
5.345,-0.291648775
5.35,-0.291648775
5.355,-0.291648775
5.36,-0.291648775
5.365,-0.291648775
5.37,-0.291648775
5.375,-0.291648775
5.38,-0.291648775
5.385,-0.291648775
5.39,-0.291648775
5.395,-0.291648775
5.4,-0.291648775
5.405,-0.291648775
5.41,-0.291648775
5.415,-0.291648775
5.42,-0.291648775
5.425,-0.291648775
5.43,-0.291648775
5.435,-0.291648775
5.44,-0.291648775
5.445,-0.291648775
5.45,-0.291648775
5.455,-0.291648775
5.46,-0.291648775
5.465,-0.291648775
5.47,-0.291648775
5.475,-0.291648775
5.48,-0.291648775
5.485,-0.291648775
5.49,-0.291648775
5.495,-0.291648775
5.5,-0.291648775
5.505,-0.291648775
5.51,-0.291648775
5.515,-0.291648775
5.52,-0.291648775
5.525,-0.291648775
5.53,-0.291648775
5.535,-0.291648775
5.54,-0.291648775
5.545,-0.291648775
5.55,-0.291648775
5.555,-0.291648775
5.56,-0.291648775
5.565,-0.291648775
5.57,-0.291648775
5.575,-0.291648775
5.58,-0.291648775
5.585,-0.291648775
5.59,-0.291648775
5.595,-0.291648775
5.6,-0.291648775
5.605,-0.291648775
5.61,-0.291648775
5.615,-0.291648775
5.62,-0.291648775
5.625,-0.291648775
5.63,-0.291648775
5.635,-0.291648775
5.64,-0.291648775
5.645,-0.291648775
5.65,-0.291648775
5.655,-0.291648775
5.66,-0.291648775
5.665,-0.291648775
5.67,-0.291648775
5.675,-0.291648775
5.68,-0.291648775
5.685,-0.291648775
5.69,-0.291648775
5.695,-0.291648775
5.7,-0.291648775
5.705,-0.291648775
5.71,-0.291648775
5.715,-0.291648775
5.72,-0.291648775
5.725,-0.291648775
5.73,-0.291648775
5.735,-0.291648775
5.74,-0.291648775
5.745,-0.291648775
5.75,-0.291648775
5.755,-0.291648775
5.76,-0.291648775
5.765,-0.291648775
5.77,-0.291648775
5.775,-0.291648775
5.78,-0.291648775
5.785,-0.291648775
5.79,-0.291648775
5.795,-0.291648775
5.8,-0.291648775
5.805,-0.291648775
5.81,-0.291648775
5.815,-0.291648775
5.82,-0.291648775
5.825,-0.291648775
5.83,-0.291648775
5.835,-0.291648775
5.84,-0.291648775
5.845,-0.291648775
5.85,-0.291648775
5.855,-0.291648775
5.86,-0.291648775
5.865,-0.291648775
5.87,-0.291648775
5.875,-0.291648775
5.88,-0.291648775
5.885,-0.291648775
5.89,-0.291648775
5.895,-0.291648775
5.9,-0.291648775
5.905,-0.291648775
5.91,-0.291648775
5.915,-0.291648775
5.92,-0.291648775
5.925,-0.291648775
5.93,-0.291648775
5.935,-0.291648775
5.94,-0.291648775
5.945,-0.291648775
5.95,-0.291648775
5.955,-0.291648775
5.96,-0.291648775
5.965,-0.291648775
5.97,-0.291648775
5.975,-0.291648775
5.98,-0.291648775
5.985,-0.291648775
5.99,-0.291648775
5.995,-0.291648775
6,-0.291648775
6.005,-0.291648775
6.01,-0.291648775
6.015,-0.291648775
6.02,-0.291648775
6.025,-0.291648775
6.03,-0.291648775
6.035,-0.291648775
6.04,-0.291648775
6.045,-0.291648775
6.05,-0.291648775
6.055,-0.291648775
6.06,-0.291648775
6.065,-0.291648775
6.07,-0.291648775
6.075,-0.291648775
6.08,-0.291648775
6.085,-0.291648775
6.09,-0.291648775
6.095,-0.291648775
6.1,-0.291648775
6.105,-0.291648775
6.11,-0.291648775
6.115,-0.291648775
6.12,-0.291648775
6.125,-0.291648775
6.13,-0.291648775
6.135,-0.291648775
6.14,-0.291648775
6.145,-0.291648775
6.15,-0.291648775
6.155,-0.291648775
6.16,-0.291648775
6.165,-0.291648775
6.17,-0.291648775
6.175,-0.291648775
6.18,-0.291648775
6.185,-0.291648775
6.19,-0.291648775
6.195,-0.291648775
6.2,-0.291648775
6.205,-0.291648775
6.21,-0.291648775
6.215,-0.291648775
6.22,-0.291648775
6.225,-0.291648775
6.23,-0.291648775
6.235,-0.291648775
6.24,-0.291648775
6.245,-0.291648775
6.25,-0.291648775
6.255,-0.291648775
6.26,-0.291648775
6.265,-0.291648775
6.27,-0.291648775
6.275,-0.291648775
6.28,-0.291648775
6.285,-0.291648775
6.29,-0.291648775
6.295,-0.291648775
6.3,-0.291648775
6.305,-0.291648775
6.31,-0.291648775
6.315,-0.291648775
6.32,-0.291648775
6.325,-0.291648775
6.33,-0.291648775
6.335,-0.291648775
6.34,-0.291648775
6.345,-0.291648775
6.35,-0.291648775
6.355,-0.291648775
6.36,-0.291648775
6.365,-0.291648775
6.37,-0.291648775
6.375,-0.291648775
6.38,-0.291648775
6.385,-0.291648775
6.39,-0.291648775
6.395,-0.291648775
6.4,-0.291648775
6.405,-0.291648775
6.41,-0.291648775
6.415,-0.291648775
6.42,-0.291648775
6.425,-0.291648775
6.43,-0.291648775
6.435,-0.291648775
6.44,-0.291648775
6.445,-0.291648775
6.45,-0.291648775
6.455,-0.291648775
6.46,-0.291648775
6.465,-0.291648775
6.47,-0.291648775
6.475,-0.291648775
6.48,-0.291648775
6.485,-0.291648775
6.49,-0.291648775
6.495,-0.291648775
6.5,-0.291648775
6.505,-0.291648775
6.51,-0.291648775
6.515,-0.291648775
6.52,-0.291648775
6.525,-0.291648775
6.53,-0.291648775
6.535,-0.291648775
6.54,-0.291648775
6.545,-0.291648775
6.55,-0.291648775
6.555,-0.291648775
6.56,-0.291648775
6.565,-0.291648775
6.57,-0.291648775
6.575,-0.291648775
6.58,-0.291648775
6.585,-0.291648775
6.59,-0.291648775
6.595,-0.291648775
6.6,-0.291648775
6.605,-0.291648775
6.61,-0.291648775
6.615,-0.291648775
6.62,-0.291648775
6.625,-0.291648775
6.63,-0.291648775
6.635,-0.291648775
6.64,-0.291648775
6.645,-0.291648775
6.65,-0.291648775
6.655,-0.291648775
6.66,-0.291648775
6.665,-0.291648775
6.67,-0.291648775
6.675,-0.291648775
6.68,-0.291648775
6.685,-0.291648775
6.69,-0.291648775
6.695,-0.291648775
6.7,-0.291648775
6.705,-0.291648775
6.71,-0.291648775
6.715,-0.291648775
6.72,-0.291648775
6.725,-0.291648775
6.73,-0.291648775
6.735,-0.291648775
6.74,-0.291648775
6.745,-0.291648775
6.75,-0.291648775
6.755,-0.291648775
6.76,-0.291648775
6.765,-0.291648775
6.77,-0.291648775
6.775,-0.291648775
6.78,-0.291648775
6.785,-0.291648775
6.79,-0.291648775
6.795,-0.291648775
6.8,-0.291648775
6.805,-0.291648775
6.81,-0.291648775
6.815,-0.291648775
6.82,-0.291648775
6.825,-0.291648775
6.83,-0.291648775
6.835,-0.291648775
6.84,-0.291648775
6.845,-0.291648775
6.85,-0.291648775
6.855,-0.291648775
6.86,-0.291648775
6.865,-0.291648775
6.87,-0.291648775
6.875,-0.291648775
6.88,-0.291648775
6.885,-0.291648775
6.89,-0.291648775
6.895,-0.291648775
6.9,-0.291648775
6.905,-0.291648775
6.91,-0.291648775
6.915,-0.291648775
6.92,-0.291648775
6.925,-0.291648775
6.93,-0.291648775
6.935,-0.291648775
6.94,-0.291648775
6.945,-0.291648775
6.95,-0.291648775
6.955,-0.291648775
6.96,-0.291648775
6.965,-0.291648775
6.97,-0.291648775
6.975,-0.291648775
6.98,-0.291648775
6.985,-0.291648775
6.99,-0.291648775
6.995,-0.291648775
7,-0.291648775
7.005,-0.291648775
7.01,-0.291648775
7.015,-0.291648775
7.02,-0.291648775
7.025,-0.291648775
7.03,-0.291648775
7.035,-0.291648775
7.04,-0.291648775
7.045,-0.291648775
7.05,-0.291648775
7.055,-0.291648775
7.06,-0.291648775
7.065,-0.291648775
7.07,-0.291648775
7.075,-0.291648775
7.08,-0.291648775
7.085,-0.291648775
7.09,-0.291648775
7.095,-0.291648775
7.1,-0.291648775
7.105,-0.291648775
7.11,-0.291648775
7.115,-0.291648775
7.12,-0.291648775
7.125,-0.291648775
7.13,-0.291648775
7.135,-0.291648775
7.14,-0.291648775
7.145,-0.291648775
7.15,-0.291648775
7.155,-0.291648775
7.16,-0.291648775
7.165,-0.291648775
7.17,-0.291648775
7.175,-0.291648775
7.18,-0.291648775
7.185,-0.291648775
7.19,-0.291648775
7.195,-0.291648775
7.2,-0.291648775
7.205,-0.291648775
7.21,-0.291648775
7.215,-0.291648775
7.22,-0.291648775
7.225,-0.291648775
7.23,-0.291648775
7.235,-0.291648775
7.24,-0.291648775
7.245,-0.291648775
7.25,-0.291648775
7.255,-0.291648775
7.26,-0.291648775
7.265,-0.291648775
7.27,-0.291648775
7.275,-0.291648775
7.28,-0.291648775
7.285,-0.291648775
7.29,-0.291648775
7.295,-0.291648775
7.3,-0.291648775
7.305,-0.291648775
7.31,-0.291648775
7.315,-0.291648775
7.32,-0.291648775
7.325,-0.291648775
7.33,-0.291648775
7.335,-0.291648775
7.34,-0.291648775
7.345,-0.291648775
7.35,-0.291648775
7.355,-0.291648775
7.36,-0.291648775
7.365,-0.291648775
7.37,-0.291648775
7.375,-0.291648775
