time_s,safe_yaw
2.215,1.6110636
2.22,361.723328
2.225,361.743988
2.23,1.44423902
2.235,361.530853
2.24,1.4955821
2.245,361.654633
2.25,1.5221616
2.255,1.50193071
2.26,361.62204
2.265,1.52624691
2.27,361.653076
2.275,1.51399267
2.28,361.613495
2.285,361.670197
2.29,1.54994011
2.295,361.738678
2.3,1.53341639
2.305,1.5681572
2.31,361.714478
2.315,361.682007
2.32,1.55606043
2.325,1.55004013
2.33,361.677917
2.335,361.678131
2.34,1.55949891
2.345,1.52863932
2.35,361.655945
2.355,1.52730858
2.36,361.657043
2.365,1.53131258
2.37,361.650848
2.375,361.682831
2.38,1.55652905
2.385,1.5323869
2.39,361.654541
2.395,361.663116
2.4,1.45637441
2.405,1.53750241
2.41,361.787476
2.415,362.186523
2.42,2.41222548
2.425,2.62493968
2.43,363.243378
2.435,363.58374
2.44,3.33039045
2.445,3.1918354
2.45,362.729858
2.455,362.510101
2.46,1.73550904
2.465,1.54177558
2.47,361.111542
2.475,360.945038
2.48,0.66774565
2.485,0.741932213
2.49,360.984528
2.495,0.874510884
2.5,361.095947
2.505,0.823148668
2.51,360.755432
2.515,0.657844603
2.52,361.097565
2.525,1.04724491
2.53,360.758636
2.535,361.232025
2.54,1.71165144
2.545,2.03986526
2.55,362.094025
2.555,2.05309105
2.56,362.062012
2.565,2.06509566
2.57,1.97824979
2.575,361.889008
2.58,362.681458
2.585,2.46512914
2.59,422.468689
2.595,1.45255876
2.6,360.989471
2.605,-3.94238353
2.61,361.305908
2.615,1.37647521
2.62,361.293365
2.625,0.922968507
2.63,360.549683
2.635,1.02966881
2.64,360.510223
2.645,360.141205
2.65,0.170234025
2.655,0.10665556
2.66,359.550476
2.665,-0.0200491156
2.67,359.419281
2.675,0.0274502747
2.68,359.577301
2.685,359.599396
2.69,-0.0728540123
2.695,-0.282750845
2.7,358.863342
2.705,-0.978675187
2.71,358.291382
2.715,-1.23185456
2.72,-1.38272429
2.725,357.605255
2.73,-1.56775737
2.735,357.829468
2.74,-1.35265505
2.745,357.674286
2.75,-1.68830562
2.755,357.314026
2.76,357.073578
2.765,-1.85234404
2.77,357.561432
2.775,-1.55668366
2.78,357.700623
2.785,-1.28243375
2.79,-1.21074057
2.795,357.939636
2.8,-1.10356295
2.805,357.793335
2.81,-1.18833542
2.815,357.706329
2.82,-1.19765258
2.825,357.955536
2.83,-1.09285939
2.835,357.826599
2.84,-1.06877291
2.845,357.644592
2.85,-0.554658532
2.855,358.355927
2.86,-0.680402637
2.865,0
2.87,0
2.875,0
2.88,0
2.885,0
2.89,0
2.895,0
2.9,0
2.905,0
2.91,0
2.915,0
2.92,0
2.925,0
2.93,0
2.935,0
2.94,0
2.945,0
2.95,0
2.955,0
2.96,0
2.965,0
2.97,0
2.975,0
2.98,0
2.985,0
2.99,0
2.995,0
3,0
3.005,0
3.01,0
3.015,0
3.02,0
3.025,0
3.03,0
3.035,0
3.04,0
3.045,0
3.05,0
3.055,0
3.06,0
3.065,0
3.07,0
3.075,0
3.08,0
3.085,0
3.09,0
3.095,0
3.1,0
3.105,0
3.11,0
3.115,0
3.12,0
3.125,0
3.13,0
3.135,0
3.14,0
3.145,0
3.15,0
3.155,0
3.16,0
3.165,359.375702
3.17,-1.52890396
3.175,356.864288
3.18,-3.45260835
3.185,354.031921
3.19,-6.90867186
3.195,351.846588
3.2,-8.1220665
3.205,350.188934
3.21,-10.5444164
3.215,348.488098
3.22,-11.1012564
3.225,348.330841
3.23,-10.6356449
3.235,349.134491
3.24,-10.29708
3.245,349.022369
3.25,-9.79897022
3.255,349.820374
3.26,-9.03516483
3.265,351.678131
3.27,-6.95143747
3.275,352.85144
3.28,-7.03130913
3.285,-7.74818563
3.29,350.656952
3.295,350.513245
3.3,-8.72450542
3.305,351.203857
3.31,-7.79788828
3.315,351.664032
3.32,-7.48154402
3.325,352.344574
3.33,-6.82787991
3.335,352.579498
3.34,-6.26572943
3.345,353.529755
3.35,-5.58580112
3.355,354.381378
3.36,-4.75094748
3.365,-4.42289877
3.37,355.186523
3.375,-4.12201929
3.38,355.861908
3.385,355.76828
3.39,-3.3587358
3.395,355.772125
3.4,-3.14152408
3.405,355.726288
3.41,-3.61402917
3.415,356.229736
3.42,-2.73855066
3.425,356.654358
3.43,-2.28288221
3.435,356.777954
3.44,-1.8871541
3.445,357.525452
3.45,-1.30265009
3.455,358.010284
3.46,357.892731
3.465,-0.666576385
3.47,358.406067
3.475,-0.771126747
3.48,358.116089
3.485,-0.607862175
3.49,-0.534889519
3.495,358.373199
3.5,358.332642
3.505,-0.0454254113
3.51,359.058105
3.515,0.48146379
3.52,358.640503
3.525,-0.0599567331
3.53,358.530182
3.535,0.097189039
3.54,358.965454
3.545,-0.105996318
3.55,0.357589394
3.555,358.790405
3.56,359.079193
3.565,0.642042637
3.57,1.01847172
3.575,359.232941
3.58,362.334717
3.585,2.97369456
3.59,358.517914
3.595,-0.458717227
3.6,368.555603
3.605,8.1737318
3.61,368.817413
3.615,8.39039326
3.62,369.48938
3.625,6.85452843
3.63,6.69716167
3.635,358.671234
3.64,358.00058
3.645,-0.957357049
3.65,-0.850945055
3.655,357.144043
3.66,358.006012
3.665,0.731366336
3.67,359.991669
3.675,1.3200084
3.68,357.482635
3.685,-0.924014509
3.69,357.275024
3.695,-0.454459459
3.7,368.128113
3.705,6.74103355
3.71,358.235352
3.715,0.424256146
3.72,367.727631
3.725,6.68168306
3.73,358.407196
3.735,0.0425115265
3.74,358.534088
3.745,356.106537
3.75,355.950104
3.755,-0.909163237
3.76,357.888184
3.765,-0.319628209
3.77,358.334869
3.775,-1.34957874
3.78,358.727539
3.785,-0.262900352
3.79,357.707031
3.795,-1.57901001
3.8,357.467438
3.805,-1.02803457
3.81,363.213745
3.815,3.43028402
3.82,4.33755445
3.825,364.387604
3.83,4.15054512
3.835,364.18985
3.84,361.317657
3.845,1.35437477
3.85,1.58873725
3.855,360.577972
3.86,1.25648236
3.865,360.969849
3.87,0
3.875,0
3.88,0
3.885,0
3.89,0
3.895,0
3.9,0
3.905,0
3.91,0
3.915,0
3.92,0
3.925,0
3.93,0
3.935,0
3.94,0
3.945,0
3.95,0
3.955,0
3.96,0
3.965,0
3.97,0
3.975,0
3.98,0
3.985,0
3.99,0
3.995,0
4,0
4.005,0
4.01,0
4.015,0
4.02,0
4.025,0
4.03,0
4.035,0
4.04,0
4.045,0
4.05,0
4.055,0
4.06,0
4.065,0
4.07,0
4.075,0
4.08,0
4.085,0
4.09,0
4.095,0
4.1,0
4.105,0
4.11,0
4.115,0
4.12,0
4.125,0
4.13,0
4.135,0
4.14,0
4.145,0
4.15,0
4.155,0
4.16,0
4.165,0
4.17,358.919464
4.175,-0.912658036
4.18,358.512573
4.185,-1.11416495
4.19,358.218689
4.195,-1.50301456
4.2,357.323303
4.205,360.208618
4.21,-0.424517125
4.215,-0.102645926
4.22,355.964539
4.225,355.881287
4.23,-3.60781336
4.235,-3.67959857
4.24,355.273315
4.245,-4.25314856
4.25,356.537781
4.255,-2.70679259
4.26,-2.36039424
4.265,361.519043
4.27,0.947310686
4.275,355.339844
4.28,-3.93740797
4.285,355.264526
4.29,-3.42112708
4.295,356.584076
4.3,-2.25558734
4.305,355.009552
4.31,-3.73401284
4.315,362.726166
4.32,1.33678102
4.325,354.006683
4.33,-5.08490133
4.335,353.542358
4.34,-4.28475714
4.345,363.697876
4.35,353.65567
4.355,-4.64006853
4.36,-6.05418587
4.365,354.116608
4.37,-3.85874319
4.375,354.074829
4.38,-3.41216612
4.385,360.872498
4.39,1.35240781
4.395,355.723053
4.4,-1.51990199
4.405,356.789337
4.41,-1.07695246
4.415,360.350006
4.42,-98.3697281
4.425,362.539398
4.43,2.21335864
4.435,372.970245
4.44,380.027466
4.445,387.483887
4.45,395.156799
4.455,379.482208
4.46,370.688416
4.465,4.12531233
4.47,3.42574978
4.475,363.120209
4.48,2.24465823
4.485,354.422943
4.49,-5.56269884
4.495,353.728638
4.5,-6.38102484
4.505,366.111694
4.51,351.210968
4.515,-8.07812214
4.52,-8.54837322
4.525,350.466949
4.53,350.640076
4.535,-8.55578232
4.54,350.649231
4.545,351.86438
4.55,-2.22333717
4.555,360.931213
4.56,358.495117
4.565,360.099426
4.57,360.010193
4.575,352.396332
4.58,348.483459
4.585,-7.97883987
4.59,-7.5965333
4.595,354.039368
4.6,-4.92472601
4.605,354.6521
4.61,-5.43621016
4.615,353.240845
4.62,353.303436
4.625,-6.00562334
4.63,352.55545
4.635,-6.51754189
4.64,-6.44273424
4.645,353.666199
4.65,-5.15175295
4.655,353.829498
4.66,-4.73663807
4.665,355.120056
4.67,-4.65949488
4.675,354.213074
4.68,-4.55298424
4.685,354.38028
4.69,354.335144
4.695,-5.62878656
4.7,-4.63014698
4.705,354.188416
4.71,354.765442
4.715,-4.40836811
4.72,354.133484
4.725,354.241577
4.73,-4.8861351
4.735,-5.38143826
4.74,352.113373
4.745,351.818146
4.75,-6.00771332
4.755,352.790924
4.76,-5.89353418
4.765,353.250793
4.77,-5.17971134
4.775,353.275177
4.78,-4.7658
4.785,353.94223
4.79,-4.82134533
4.795,354.18576
4.8,-4.28362083
4.805,354.6409
4.81,-3.83410716
4.815,355.2099
4.82,-3.05776262
4.825,-2.49608588
4.83,356.66156
4.835,357.294037
4.84,-1.49093342
4.845,357.935059
4.85,-0.94288063
4.855,357.837524
4.86,-0.559174776
4.865,0
4.87,0
4.875,0
4.88,0
4.885,0
4.89,0
4.895,0
4.9,0
4.905,0
4.91,0
4.915,0
4.92,0
4.925,0
4.93,0
4.935,0
4.94,0
4.945,0
4.95,0
4.955,0
4.96,0
4.965,0
4.97,0
4.975,0
4.98,0
4.985,0
4.99,0
4.995,0
5,0
5.005,0
5.01,0
5.015,0
5.02,0
5.025,0
5.03,0
5.035,0
5.04,0
5.045,0
5.05,0
5.055,0
5.06,0
5.065,0
5.07,0
5.075,0
5.08,0
5.085,0
5.09,0
5.095,0
5.1,0
5.105,0
5.11,0
5.115,0
5.12,0
5.125,0
5.13,0
5.135,0
5.14,0
5.145,0
5.15,0
5.155,0
5.16,0
5.165,0
5.17,0
5.175,0
5.18,0
5.185,0
5.19,0
5.195,0
5.2,0
5.205,0
5.21,0
5.215,0
5.22,0
5.225,0
5.23,0
5.235,0
5.24,0
5.245,0
5.25,0
5.255,0
5.26,0
5.265,0
5.27,0
5.275,0
5.28,0
5.285,0
5.29,0
5.295,0
5.3,0
5.305,0
5.31,0
5.315,0
5.32,0
5.325,0
5.33,0
5.335,0
5.34,0
5.345,0
5.35,0
5.355,0
5.36,0
5.365,0
5.37,0
5.375,0
5.38,0
5.385,0
5.39,0
5.395,0
5.4,0
5.405,0
5.41,0
5.415,0
5.42,0
5.425,0
5.43,0
5.435,0
5.44,0
5.445,0
5.45,0
5.455,0
5.46,0
5.465,0
5.47,0
5.475,0
5.48,0
5.485,0
5.49,0
5.495,0
5.5,0
5.505,0
5.51,0
5.515,0
5.52,0
5.525,0
5.53,0
5.535,0
5.54,0
5.545,0
5.55,0
5.555,0
5.56,0
5.565,0
5.57,0
5.575,0
5.58,0
5.585,0
5.59,0
5.595,0
5.6,0
5.605,0
5.61,0
5.615,0
5.62,0
5.625,0
5.63,0
5.635,0
5.64,0
5.645,0
5.65,0
5.655,0
5.66,0
5.665,0
5.67,0
5.675,0
5.68,0
5.685,0
5.69,0
5.695,0
5.7,0
5.705,0
5.71,0
5.715,0
5.72,0
5.725,0
5.73,0
5.735,0
5.74,0
5.745,0
5.75,0
5.755,0
5.76,0
5.765,0
5.77,0
5.775,0
5.78,0
5.785,0
5.79,0
5.795,0
5.8,0
5.805,0
5.81,0
5.815,0
5.82,0
5.825,0
5.83,0
5.835,0
5.84,0
5.845,0
5.85,0
5.855,0
5.86,0
5.865,0
5.87,0
5.875,0
5.88,0
5.885,0
5.89,0
5.895,0
5.9,0
5.905,0
5.91,0
5.915,0
5.92,0
5.925,0
5.93,0
5.935,0
5.94,0
5.945,0
5.95,0
5.955,0
5.96,0
5.965,0
5.97,0
5.975,0
5.98,0
5.985,0
5.99,0
5.995,0
6,0
6.005,0
6.01,0
6.015,0
6.02,0
6.025,0
6.03,0
6.035,0
6.04,0
6.045,0
6.05,0
6.055,0
6.06,0
6.065,0
6.07,0
6.075,0
6.08,0
6.085,0
6.09,0
6.095,0
6.1,0
6.105,0
6.11,0
6.115,0
6.12,0
6.125,0
6.13,0
6.135,0
6.14,0
6.145,0
6.15,0
6.155,0
6.16,0
6.165,0
6.17,0
6.175,0
6.18,0
6.185,0
6.19,0
6.195,0
6.2,0
6.205,0
6.21,0
6.215,0
6.22,0
6.225,0
6.23,0
6.235,0
6.24,0
6.245,0
6.25,0
6.255,0
6.26,0
6.265,0
6.27,0
6.275,0
6.28,0
6.285,0
6.29,0
6.295,0
6.3,0
6.305,0
6.31,0
6.315,0
6.32,0
6.325,0
6.33,0
6.335,0
6.34,0
6.345,0
6.35,0
6.355,0
6.36,0
6.365,0
6.37,0
6.375,0
6.38,0
6.385,0
6.39,0
6.395,0
6.4,0
6.405,0
6.41,0
6.415,0
6.42,0
6.425,0
6.43,0
6.435,0
6.44,0
6.445,0
6.45,0
6.455,0
6.46,0
6.465,0
6.47,0
6.475,0
6.48,0
6.485,0
6.49,0
6.495,0
6.5,0
6.505,0
6.51,0
6.515,0
6.52,0
6.525,0
6.53,0
6.535,0
6.54,0
6.545,0
6.55,0
6.555,0
6.56,0
6.565,0
6.57,0
6.575,0
6.58,0
6.585,0
6.59,0
6.595,0
6.6,0
6.605,0
6.61,0
6.615,0
6.62,0
6.625,0
6.63,0
6.635,0
6.64,0
6.645,0
6.65,0
6.655,0
6.66,0
6.665,0
6.67,0
6.675,0
6.68,0
6.685,0
6.69,0
6.695,0
6.7,0
6.705,0
6.71,0
6.715,0
6.72,0
6.725,0
6.73,0
6.735,0
6.74,0
6.745,0
6.75,0
6.755,0
6.76,0
6.765,0
6.77,0
6.775,0
6.78,0
6.785,0
6.79,0
6.795,0
6.8,0
6.805,0
6.81,0
6.815,0
6.82,0
6.825,0
6.83,0
6.835,0
6.84,0
6.845,0
6.85,0
6.855,0
6.86,0
6.865,0
6.87,0
6.875,0
6.88,0
6.885,0
6.89,0
6.895,0
6.9,0
6.905,0
6.91,0
6.915,0
6.92,0
6.925,0
6.93,0
6.935,0
6.94,0
6.945,0
6.95,0
6.955,0
6.96,0
6.965,0
6.97,0
6.975,0
6.98,0
6.985,0
6.99,0
6.995,0
7,0
7.005,0
7.01,0
7.015,0
7.02,0
7.025,0
7.03,0
7.035,0
7.04,0
7.045,0
7.05,0
7.055,0
7.06,0
7.065,0
7.07,0
7.075,0
7.08,0
7.085,0
7.09,0
7.095,0
7.1,0
7.105,0
7.11,0
7.115,0
7.12,0
7.125,0
7.13,0
7.135,0
7.14,0
7.145,0
7.15,0
7.155,0
7.16,0
7.165,0
7.17,0
7.175,0
7.18,0
7.185,0
7.19,0
7.195,0
7.2,0
7.205,0
7.21,0
7.215,0
7.22,0
7.225,0
7.23,0
7.235,0
7.24,0
7.245,0
7.25,0
7.255,0
7.26,0
7.265,0
7.27,0
7.275,0
7.28,0
7.285,0
7.29,0
7.295,0
7.3,0
7.305,0
7.31,0
7.315,0
7.32,0
7.325,0
7.33,0
7.335,0
7.34,0
7.345,0
7.35,0
7.355,0
7.36,0
7.365,0
7.37,0
7.375,0
7.38,0
7.385,0
7.39,0
7.395,0
7.4,0
7.405,0
7.41,0
7.415,0
7.42,0
7.425,0
7.43,0
7.435,0
7.44,0
7.445,0
7.45,0
7.455,0
7.46,0
7.465,0
7.47,0
7.475,0
7.48,0
7.485,0
7.49,0
7.495,0
7.5,0
7.505,0
7.51,0
7.515,0
7.52,0
7.525,0
