time_s,fused_x
2.25,0
2.255,0
2.26,0
2.265,0
2.27,0
2.275,0
2.28,0
2.285,0
2.29,0
2.295,0
2.3,0
2.305,0
2.31,0
2.315,0
2.32,0
2.325,0
2.33,0
2.335,0
2.34,0
2.345,0
2.35,0
2.355,0
2.36,0
2.365,0
2.37,0
2.375,0
2.38,0
2.385,0
2.39,0
2.395,0
2.4,0
2.405,0
2.41,0
2.415,0
2.42,0
2.425,0
2.43,0
2.435,0
2.44,0
2.445,0
2.45,0
2.455,0
2.46,0
2.465,0
2.47,0
2.475,0
2.48,0
2.485,0
2.49,0
2.495,0
2.5,0
2.505,0
2.51,0
2.515,0
2.52,0
2.525,0
2.53,0
2.535,0
2.54,0
2.545,0
2.55,0.302288383
2.555,0.306005239
2.56,0.30244711
2.565,0.306010723
2.57,0.302405596
2.575,0.305559337
2.58,0.308333427
2.585,0.312653333
2.59,0.309871733
2.595,0.311004788
2.6,0.302282214
2.605,0.303947598
2.61,0.309133559
2.615,0.31276691
2.62,0.309188604
2.625,0.31091392
2.63,0.309604794
2.635,0.310762554
2.64,0.309347689
2.645,0.310259789
2.65,0.30870527
2.655,0.310157478
2.66,0.302292079
2.665,0.303550273
2.67,0.308375806
2.675,0.311932415
2.68,0.308222055
2.685,0.309543788
2.69,0.308830053
2.695,0.310666978
2.7,0.30949223
2.705,0.310822487
2.71,0.29402703
2.715,0.313662291
2.72,0.305582494
2.725,0.309161752
2.73,0.30477041
2.735,0.307721019
2.74,0.305315405
2.745,0.308054179
2.75,0.305669963
2.755,0.307851702
2.76,0.305256546
2.765,0.308310956
2.77,0.30862388
2.775,0.306233108
2.78,0.307758301
2.785,0.295110345
2.79,0.30300042
2.795,0.306819618
2.8,0.308581978
2.805,0.303236783
2.81,0.303905725
2.815,0.301807791
2.82,0.301622033
2.825,0.301437199
2.83,0.305118293
2.835,0.30527553
2.84,0.305432975
2.845,0.305590779
2.85,0.302461445
2.855,0.304362059
2.86,0.303083569
2.865,0.303488433
2.87,0.298756033
2.875,0.300165176
2.88,0.295425504
2.885,0.292259425
2.89,0.287461936
2.895,0.279733509
2.9,0.279855669
2.905,0.277848452
2.91,0.27207616
2.915,0.269785464
2.92,0.265620172
2.925,0.265496492
2.93,0.264037102
2.935,0.264203817
2.94,0.257685989
2.945,0.256228417
2.95,0.251579642
2.955,0.248742536
2.96,0.245935395
2.965,0.245918006
2.97,0.235527322
2.975,0.22657761
2.98,0.219401732
2.985,0.219475999
2.99,0.211438507
2.995,0.207172006
3,0.20584625
3.005,0.204986185
3.01,0.194881812
3.015,0.188817829
3.02,0.182697505
3.025,0.176511571
3.03,0.178507581
3.035,0.190542355
3.04,0.189615697
3.045,0.188678771
3.05,0.188201874
3.055,0.184393167
3.06,0.177316234
3.065,0.170691088
3.07,0.164051816
3.075,0.157413796
3.08,0.150777027
3.085,0.14414154
3.09,0.158889368
3.095,0.16617614
3.1,0.162956536
3.105,0.159191266
3.11,0.156919032
3.115,0.151573583
3.12,0.135617033
3.125,0.126013666
3.13,0.142877445
3.135,0.146041483
3.14,0.143675879
3.145,0.114340641
3.15,0.111902408
3.155,0.110580578
3.16,0.097181119
3.165,0.0837878138
3.17,0.0711644366
3.175,0.0758793801
3.18,0.0754198954
3.185,0.0649687946
3.19,0.0551208593
3.195,0.055131834
3.2,0.0556610115
3.205,0.0532491021
3.21,0.0510798395
3.215,0.048920244
3.22,0.0437543616
3.225,0.0383261926
3.23,0.0331476778
3.235,0.0267759785
3.24,0.0182454661
3.245,0.012712569
3.25,-0.00747273723
3.255,-0.0308315661
3.26,-0.0538601913
3.265,0
3.27,0
3.275,0
3.28,0
3.285,0
3.29,0
3.295,0
3.3,0
3.305,0
3.31,0
3.315,0
3.32,0
3.325,0
3.33,0
3.335,0
3.34,0
3.345,0
3.35,0
3.355,0
3.36,0
3.365,0
3.37,0
3.375,0
3.38,0
3.385,0
3.39,0
3.395,0
3.4,0
3.405,0
3.41,0
3.415,0
3.42,0
3.425,0
3.43,0
3.435,0
3.44,0
3.445,0
3.45,0
3.455,0
3.46,0
3.465,0
3.47,0
3.475,0
3.48,0
3.485,0
3.49,0
3.495,0
3.5,0
3.505,0
3.51,0
3.515,0
3.52,0
3.525,0
3.53,0
3.535,0
3.54,0
3.545,0
3.55,0
3.555,0
3.56,0
3.565,-0.302230269
3.57,-0.304388672
3.575,-0.310278207
3.58,-0.307707399
3.585,-0.311524153
3.59,-0.312815607
3.595,-0.314314008
3.6,-0.319582164
3.605,-0.330809683
3.61,-0.333289087
3.615,-0.341816425
3.62,-0.34062767
3.625,-0.349122107
3.63,-0.350928962
3.635,-0.342938989
3.64,-0.343331665
3.645,-0.349115491
3.65,-0.343875438
3.655,-0.349900991
3.66,-0.35019806
3.665,-0.350512385
3.67,-0.350604683
3.675,-0.343262017
3.68,-0.343101382
3.685,-0.342940897
3.69,-0.348752856
3.695,-0.33976236
3.7,-0.350240111
3.705,-0.34235391
3.71,-0.342835963
3.715,-0.337594301
3.72,-0.338621497
3.725,-0.335056841
3.73,-0.330893785
3.735,-0.306332111
3.74,-0.321991116
3.745,-0.330135226
3.75,-0.323047251
3.755,-0.316685587
3.76,-0.313768625
3.765,-0.305849314
3.77,-0.314553887
3.775,-0.311671555
3.78,-0.303715795
3.785,-0.294243008
3.79,-0.287988782
3.795,-0.295738399
3.8,-0.29032436
3.805,-0.283788741
3.81,-0.274375051
3.815,-0.278660744
3.82,-0.267455578
3.825,-0.266876787
3.83,-0.263766378
3.835,-0.260938346
3.84,-0.25198859
3.845,-0.240809157
3.85,-0.2468867
3.855,-0.244921863
3.86,-0.242304891
3.865,-0.233240321
3.87,-0.229001835
3.875,-0.224130481
3.88,-0.219124988
3.885,-0.214793682
3.89,-0.208680004
3.895,-0.205793232
3.9,-0.206999019
3.905,-0.202061117
3.91,-0.194612771
3.915,-0.183301985
3.92,-0.180117369
3.925,-0.177141592
3.93,-0.166209757
3.935,-0.160727248
3.94,-0.157543004
3.945,-0.157514304
3.95,-0.142524406
3.955,-0.125116989
3.96,-0.11095494
3.965,-0.127986178
3.97,-0.120857656
3.975,-0.106162332
3.98,-0.0959585533
3.985,-0.0955266356
3.99,-0.0890263766
3.995,-0.0826563761
4,-0.0917858556
4.005,-0.086010322
4.01,-0.0810098127
4.015,-0.0797787383
4.02,-0.0671786964
4.025,-0.0570261069
4.03,-0.02934549
4.035,-0.0105755702
4.04,-9.93012072e-05
4.045,-0.00222784071
4.05,-0.00551611697
4.055,0.00609121006
4.06,0.00232730783
4.065,0.0118363183
4.07,0.0146014588
4.075,0.0197253488
4.08,0.0280838925
4.085,0.0378482565
4.09,0.0387107618
4.095,0.0457124263
4.1,0.04495956
4.105,0.0529997721
4.11,0.0537577122
4.115,0.0619697087
4.12,0.0685026124
4.125,0.0668957382
4.13,0.0713496879
4.135,0.0744045004
4.14,0.084499158
4.145,0.0886518136
4.15,0.0914949402
4.155,0.10255228
4.16,0.109138027
4.165,0.122094519
4.17,0.136128992
4.175,0.130362824
4.18,0.139539242
4.185,0.135015652
4.19,0.140559793
4.195,0.148379847
4.2,0.152809083
4.205,0.158366844
4.21,0.156428531
4.215,0.162250757
4.22,0.166535795
4.225,0.170727581
4.23,0.18165566
4.235,0.185913682
4.24,0.191964835
4.245,0.197949156
4.25,0.203937396
4.255,0.209929511
4.26,0
4.265,0
4.27,0
4.275,0
4.28,0
4.285,0
4.29,0
4.295,0
4.3,0
4.305,0
4.31,0
4.315,0
4.32,0
4.325,0
4.33,0
4.335,0
4.34,0
4.345,0
4.35,0
4.355,0
4.36,0
4.365,0
4.37,0
4.375,0
4.38,0
4.385,0
4.39,0
4.395,0
4.4,0
4.405,0
4.41,0
4.415,0
4.42,0
4.425,0
4.43,0
4.435,0
4.44,0
4.445,0
4.45,0
4.455,0
4.46,0
4.465,0
4.47,0
4.475,0
4.48,0
4.485,0
4.49,0
4.495,0
4.5,0
4.505,0
4.51,0
4.515,0
4.52,0
4.525,0
4.53,0
4.535,0
4.54,0
4.545,0
4.55,0
4.555,0
4.56,0
4.565,0
4.57,0
4.575,0
4.58,0
4.585,0
4.59,0
4.595,0
4.6,0
4.605,0
4.61,0
4.615,0
4.62,0
4.625,0
4.63,0
4.635,0
4.64,0
4.645,0
4.65,0
4.655,0
4.66,0
4.665,0
4.67,0
4.675,0
4.68,0
4.685,0
4.69,0
4.695,0
4.7,0
4.705,0
4.71,0
4.715,0
4.72,0
4.725,0
4.73,0
4.735,0
4.74,0
4.745,0
4.75,0
4.755,0
4.76,0
4.765,0
4.77,0
4.775,0
4.78,0
4.785,0
4.79,0
4.795,0
4.8,0
4.805,0
4.81,0
4.815,0
4.82,0
4.825,0
4.83,0
4.835,0
4.84,0
4.845,0
4.85,0
4.855,0
4.86,0
4.865,0
4.87,0
4.875,0
4.88,0
4.885,0
4.89,0
4.895,0
4.9,0
4.905,0
4.91,0
4.915,0
4.92,0
4.925,0
4.93,0
4.935,0
4.94,0
4.945,0
4.95,0
4.955,0
4.96,0
4.965,0
4.97,0
4.975,0
4.98,0
4.985,0
4.99,0
4.995,0
5,0
5.005,0
5.01,0
5.015,0
5.02,0
5.025,0
5.03,0
5.035,0
5.04,0
5.045,0
5.05,0
5.055,0
5.06,0
5.065,0
5.07,0
5.075,0
5.08,0
5.085,0
5.09,0
5.095,0
5.1,0
5.105,0
5.11,0
5.115,0
5.12,0
5.125,0
5.13,0
5.135,0
5.14,0
5.145,0
5.15,0
5.155,0
5.16,0
5.165,0
5.17,0
5.175,0
5.18,0
5.185,0
5.19,0
5.195,0
5.2,0
5.205,0
5.21,0
5.215,0
5.22,0
5.225,0
5.23,0
5.235,0
5.24,0
5.245,0
5.25,0
5.255,0
5.26,0
5.265,0
5.27,0
5.275,0
5.28,0
5.285,0
5.29,0
5.295,0
5.3,0
5.305,0
5.31,0
5.315,0
5.32,0
5.325,0
5.33,0
5.335,0
5.34,0
5.345,0
5.35,0
5.355,0
5.36,0
5.365,0
5.37,0
5.375,0
5.38,0
5.385,0
5.39,0
5.395,0
5.4,0
5.405,0
5.41,0
5.415,0
5.42,0
5.425,0
5.43,0
5.435,0
5.44,0
5.445,0
5.45,0
5.455,0
5.46,0
5.465,0
5.47,0
5.475,0
5.48,0
5.485,0
5.49,0
5.495,0
5.5,0
5.505,0
5.51,0
5.515,0
5.52,0
5.525,0
5.53,0
5.535,0
5.54,0
5.545,0
5.55,0
5.555,0
5.56,0
5.565,0
5.57,0
5.575,0
5.58,0
5.585,0
5.59,0
5.595,0
5.6,0
5.605,0
5.61,0
5.615,0
5.62,0
5.625,0
5.63,0
5.635,0
5.64,0
5.645,0
5.65,0
5.655,0
5.66,0
5.665,0
5.67,0
5.675,0
5.68,0
5.685,0
5.69,0
5.695,0
5.7,0
5.705,0
5.71,0
5.715,0
5.72,0
5.725,0
5.73,0
5.735,0
5.74,0
5.745,0
5.75,0
5.755,0
5.76,0
5.765,0
5.77,0
5.775,0
5.78,0
5.785,0
5.79,0
5.795,0
5.8,0
5.805,0
5.81,0
5.815,0
5.82,0
5.825,0
5.83,0
5.835,0
5.84,0
5.845,0
5.85,0
5.855,0
5.86,0
5.865,0
5.87,0
5.875,0
5.88,0
5.885,0
5.89,0
5.895,0
5.9,0
5.905,0
5.91,0
5.915,0
5.92,0
5.925,0
5.93,0
5.935,0
5.94,0
5.945,0
5.95,0
5.955,0
5.96,0
5.965,0
5.97,0
5.975,0
5.98,0
5.985,0
5.99,0
5.995,0
6,0
6.005,0
6.01,0
6.015,0
6.02,0
6.025,0
6.03,0
6.035,0
6.04,0
6.045,0
6.05,0
6.055,0
6.06,0
6.065,0
6.07,0
6.075,0
6.08,0
6.085,0
6.09,0
6.095,0
6.1,0
6.105,0
6.11,0
6.115,0
6.12,0
6.125,0
6.13,0
6.135,0
6.14,0
6.145,0
6.15,0
6.155,0
6.16,0
6.165,0
6.17,0
6.175,0
6.18,0
6.185,0
6.19,0
6.195,0
6.2,0
6.205,0
